NSC,CID,SMILES
129794,279319,CCS(=O)(=O)O.CC1(N=C(N=C(N1C2=CC=CC(=C2)CCCCC3=CC(=C(C=C3)Cl)S(=O)(=O)F)N)N)C
129922,279421,COC(=O)C(CO)NC(=O)C(CSC(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3)NC(=O)OCC4=CC=CC=C4
129925,279422,CC(C)CC(C(=O)O)NC1=C(C=CC2=CC=CC=C21)O
129943,30623,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2
129957,279440,C1=CC=C2C(=C1)N=C3C=C(C(=O)C(=C3S2)Cl)Cl
130227,279528,CCS(=O)(=O)O.CC1(N=C(N=C(N1C2=CC(=C(C=C2)CCC3=C(C=C(C=C3)Cl)S(=O)(=O)F)Cl)N)N)C
130279,135443893,C1=NC2=C(C(=O)N1)N=NN2C3C(C(C(O3)CO)O)O
130785,279596,C1=CC2=C(C(=CC(=O)C2=O)N)N=C1
130789,279600,CN(C)CC1CCCCCC(C1=O)Br.C(=O)(C(=O)O)O
130796,279605,C1=CC2=C(C=C(C(=C2N=C1)O)CC3=CC(=C4C=CC=NC4=C3O)[N+](=O)[O-])[N+](=O)[O-]
130801,279609,COC1=CC(=C2C(=C1)C=CC=N2)NCC3=CC=CC=C3O
130813,54612358,CN1CCN(CC1)CC2=C(C=CC(=C2)NC3=C4C=C(C=CC4=NC5=C3C=CC(=C5)Cl)OC)O.Cl
130830,279623,C1=CC=C(C=C1)CNCC2=C3C=CC=NC3=C(C=C2)O
130862,5793739,COC1=CC=C(C=C1)C(=CC2=CC=CC=C2OC)C#N
130876,279612,CC(=O)NC1=C2C=CC=NC2=C(C(=C1)CN3CCCCC3)O
131020,279748,CCS(=O)(=O)O.CC1(N=C(N=C(N1C2=CC(=C(C=C2)OCC3=CC(=C(C=C3)S(=O)(=O)F)Cl)Cl)N)N)C
131053,16414,CN(C)CCCN1C2=C(C=C(C=C2)O)SC3=C1C=C(C=C3)Cl
131064,279782,CC(C)(C)OC(=O)CC(S(=O)(=O)C1=CC=CC=C1)S(=O)(=O)C2=CC=CC=C2
131184,279886,C1=CC(=CN=C1)C(=O)NC2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-]
131233,368963,CN(C)CC1CCC(C1=O)CN(C)C.Cl
131238,279924,CC1=C(C(=NN1)C(F)(F)F)N=NN2CCOCC2
131250,279936,CC1=C(C(=NN1)C(=O)OC)N=NN(C)CCC#N
131257,135545659,CC1=C(C(=NN1)C(=O)NN=CC2=CC=CC=C2Cl)N=NN(C)C
131258,135545660,CC1=C(C(=NN1)C(=O)NN=CC2=CC=CS2)N=NN(C)C
131261,279947,CC(C)C1=C(C(=NN1)C(=O)N)N=NN(C)C
131262,279948,CCCC1=C(C(=NN1)C(=O)N)N=NN(C)C
131263,279949,CCC1=C(C(=NN1)C(=O)N)N=NN(C)C
131513,10672721,CC1=CC=C(C=C1)C[As+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Br-]
131530,9614301,C1=CC=C(C=C1)C2=C(NC(=C2C(=O)C=NO)C3=CC=CC=C3)C4=CC=CC=C4
131547,72341,CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=C(CCN4)C6=C(N5)C=CC(=C6)O)OC)OC
131734,135431975,COC1=C(C2=C(C=C1)C(=CN=C2)CC3=C4C=CC=CC4=CC5=CC=CC=C53)O
131888,5382055,CN1C2=CC=CC=C2C=C1C=C[N+](=O)[O-]
131919,3317089,C1=C2NC(=CN2C(=S)N=C1Cl)Cl
131943,763768,C1=CC=C(C=C1)NC(=S)NC(=O)C2=CC=C(C=C2)[N+](=O)[O-]
131977,3933957,C1=CC=C(C=C1)CN(C2=CC=CC=C2)C(=S)NC3=CC=CC=C3
132095,280453,COC(=O)C1=CC=C(C=C1)NC(=O)OC2=CC=C(C=C2)N(CCCl)CCCl
132125,67235,CN(C)C1=CC=C(C=C1)N=C2C=CC(=O)C3=CC=CC=C23
132230,280491,COC1=CC2=C(C=C1)C3=C(C2)C=C(C=C3)N=[N+](C4=CC5=C(C=C4)C6=C(C5)C=C(C=C6)OC)[O-]
132275,280518,CCS(=O)(=O)O.CC1(N=C(N=C(N1C2=CC(=C(C=C2)OCC(=O)NC3=CC=CC=C3)Cl)N)N)C
132276,280520,CCS(=O)(=O)O.CC1(N=C(N=C(N1C2=CC(=C(C=C2)CCC3=CC=CC=C3)Cl)N)N)C
132277,54606350,CCS(=O)(=O)O.CC1(N=C(N=C(N1C2=CC=CC(=C2)CCCCC3=CC=CC=C3)N)N)C
132279,280526,CCS(=O)(=O)O.CC1(N=C(N=C(N1C2=CC=C(C=C2)CCCCCCC3=CC=C(C=C3)S(=O)(=O)F)N)N)C
132313,31789,C1C(O1)C(C(C2CO2)O)O
132483,421299,CC1=C(C=CC2=C1C(=NC(=N2)N)N)CNC3=CC(=C(C=C3)Cl)C(=O)NC(CC(=O)O)C(=O)O
132492,280615,CC1=NC2=C(C=C1)C(=O)C(=C(C2=O)Br)OC
132493,280616,CC1=NC2=C(C=C1)C(=O)C(=C(C2=O)N)OC
132791,441796,CCC(C)(C(=O)OC1C2C(C(C3(C4C2(CO3)C(CC5C4(C(C(=O)C=C5C)O)C)OC1=O)O)O)C)O
132868,6509056,C1CN2CC(=O)C1CC2=CC3=C4C=CC=C(C4=NC=C3)Cl
133071,280859,CCS(=O)(=O)O.CC1(N=C(N=C(N1C2=CC(=C(C=C2)OCCCOC3=CC=CC=C3)Cl)N)N)C
133072,280861,CCS(=O)(=O)O.CC1=CC(=CC=C1)NC(=O)CCC2=CC=C(C=C2)N3C(=NC(=NC3(C)C)N)N
133100,54598449,CC1C=CC=C(C(=O)NC2=CC(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C.[Na+]
133115,1652,C1=CN(C(=O)C=C1N)C2C(C(C(O2)CO)O)O
133118,280898,C1=NC2=NN(N=C2C(=N1)N)C3C(C(C(O3)CO)O)O
133119,280899,CN(C)C1=NC=NC2=C1N=NN2C3C(C(C(O3)CO)O)O
133479,281015,CC(=O)OCC1=CC2=CC=CC=C2N=C1C(Br)(Br)Br
133497,281022,CC1=CC(=C(C(=C1)C)C(=O)OC(C2=CC=CC=C2)C(C3=CC=CC=C3)N4CCOCC4)C
133729,135545670,CN(CCO)N=NC1=C(C=NN1)C(=O)N
133757,281172,C1=CC=C2C(=C1)C(=O)C=C(C2=O)OCC=C(Cl)Cl
133896,281255,C1=CC=C2C(=C1)C3=CC(=C(C=C3C2=O)[N+](=O)[O-])[N+](=O)[O-]
134033,421455,C1=CC2=C(C=C1CNC3=CC(=C(C=C3)C(=O)NC(CC(=O)O)C(=O)O)Cl)C(=NC(=N2)N)N
134134,421463,C1=CC=C2C(=C1)C=C(C(=C2N=NC3=CC=C(C=C3)S(=O)(=O)NC4=CC=CC=N4)O)C(=O)O
134138,281356,C1=CC=C2C(=C1)C=C(C(=C2N=NC3=CC=C(C=C3)S(=O)(=O)O)O)C(=O)O
134148,281365,C1=CC=C2C(=C1)C=C(C(=C2C(=O)O)O)N=NC3=CC=C(C=C3)S(=O)(=O)N
134228,281443,CC(=O)SC(C[N+](=O)[O-])C1=CC=CC=C1
134244,281451,C1OC2=C(O1)C=C3C=C(C=CC3=C2)C4=NC5=CC=CC=C5C(=C4)C(=O)O
134250,281457,C1OC2=C(O1)C=C(C=C2)C(C3=CC=CC=C3)(C4=CC=CC=C4)SCC(C(=O)O)N
134390,929712,C1=CC=C2C(=C1)C3=CC=CC=C3C(=C2N=NC(=S)N)O
134459,281604,CC(=O)NCCSC(=O)C1=CC=CC=C1
134544,6279389,COC1=CC2=C(C=C1)NC(=O)C2=CC3=CC(=C(C(=C3)OC)OC)OC
134664,5458263,COC1=CC(=C(C=C1)C=C(C#N)C(=O)N)OC
134672,720870,COC1=C(C=CC(=C1)C=C(C#N)C(=O)N)O
134679,2569,CC1=C(C(=O)C(=C(C1=O)N2CC2)C(COC(=O)N)OC)N3CC3
134723,281830,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)NC)OC)N4C)N
134725,281832,CCNC(=O)OCC1C2=C(C(=O)C(=C(C2=O)N)C)N3C1(C4C(C3)N4C)OC
134727,281834,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)NCCO)OC)N4)N
134754,54604246,CCC1=C(CC2C3=CC(=C(C=C3CCN2C1)OC)OC)CC4C5=CC=CC=C5CCN4.Br
134755,54606480,CCC1=C(CC2C3=CC=CC=C3CCN2C1)CC4C5=CC(=C(C=C5CCN4)OC)OC.Br
134981,281957,C1=CC=C(C=C1)C2(C(C2(C3=CC=CC=C3)Br)C(=O)O)Br
135015,421508,CCCCCCCCCC1CC(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O1)C(C)C)C)CC(C)C)C(C)C
135021,54610340,C.C.CC1C(O1)(C)C(=O)OC2C=C(C(CC(C(=CC3C2C(=C)C(=O)O3)C)OC(=O)C)O)C
135036,281990,CC12CCC3C(C1(CCC2C4=COC(=O)C=C4)O)CCC5=CC(CCC35C=O)O
135037,5281373,CC1CC23C(=C1)C=C(C(=O)C=CC(CC(=C(C2=O)C)O3)(C)C)C
135048,282001,CC1=CC(=C2C3C4C(CCC5C4(CCCC5(C)C)CO3)(OC2=C1)C)O
135070,6711179,CN1CCC2=CC(=C3C=C2C1CC4=CC(=C(C=C4)O)OC5=CC=C(CC6=NCCC7=CC(=C(C(=C76)O3)OC)OC)C=C5)OC
135073,54606507,CC1=C(C(=O)OC(C1)C(C)C2CCC3C2(CCC4C3CC5C6(C4(C(=O)C=CC6O)C)O5)COC(=O)C)C
135077,282021,CC12CCC3C(C1(CCC2C4=COC(=O)C=C4)O)CCC56C3(C7CC(C5)OC(O7)(O6)C)C=O
135168,282082,C1=CC=C(C=C1)C2C(C23C4=CC=CC=C4C5=CC=CC=C35)[N+](=O)[O-]
135371,421543,C1CCN(CC1)C2C(S(=O)(=O)C2C3=CC=CC=C3)C4CC5C6=CC=CC=C6C4C7=CC=CC=C57
135687,282302,CC(=O)OC1CCC2(C3CCC4(C(CC5C4(C3CCC2(C1)O)O5)C6=COC(=O)C=C6)C)C
135688,282303,CC(=O)OC1CCC2(C(C1)CCC3C2CCC4(C35C(O5)CC4C6=COC(=O)C=C6)C)C
135734,282323,COC(CCP(=O)(C1=CC=CC=C1)C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)C4=CC=CC=C4
135757,12323850,CC1=C2C(=CC=C1)C(=C3C=CC(=CC3=N2)[N+](=O)[O-])NC4=CC=C(C=C4)NS(=O)(=O)C.Cl
135758,54601151,C1CC(NCC1Cl)C2C(=O)NC(C(=O)N2)C3CCC(CN3)Cl.Cl
135854,135545695,C1=CC=C2C(=C1)C(=CN2)C=NNC3=CC=CC=C3[N+](=O)[O-]
135880,282415,CC1=C(C2=C(C=C1)C(=O)C(=O)C3=C2C(=C(C=C3)C)C)C
135925,282447,C1=CC=C2C(=C1)C(=C(C(=O)O2)Cl)Cl
135929,282451,CC1=CC2=C(C(=C1Cl)C)C(=C(C(=O)O2)Cl)Cl
135962,282479,CCCCCCCCCCCCCCCC(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O
135975,55894,C1(=C(SSC1(Cl)Cl)Cl)Cl
136036,282522,CC1C2C=C(C3C2(C=C1C)C4(CO4)C(=O)OC3)C(=O)O
136037,282523,CC1C2C=C(C3C2(C=C1C)C4(CO4)C(=O)OC3)C(=O)O.C1=CC=C(C=C1)CN
136044,5351236,CCC1(CC(C2=C(C1OC3CC(C(C(O3)C)O)N(C)C)C(=C4C(=C2O)C(=O)C5=C(C4=O)C=CC=C5O)O)OC6CC(C(C(O6)C)O)N(C)C)O
136268,282598,CC(=O)N(C1=CC=CC=C1OC)C2=C(C(=O)C3=CC=CC=C3C2=O)Cl
136274,282601,C1=CC=C2C(=C1)C3=C(C=CC(=C3)Cl)N=C2Cl
136468,54600120,C1CC(CCC1CNC(=S)S)CNC(=S)S.N
136469,282667,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=NC4=CC5=CC=CC=C5C=C4C(=C3)C(=O)O
136513,282697,COC1=CC(=CC(=C1OC)OC)C(=O)C2=COC=C2C(=O)C3=CC4=C(C=C3)OCO4
136592,54610148,C1=CC=C2C(=C1)C(=C(C(=O)C2=O)CC=C(Cl)Cl)O.[Na+]
136704,5916519,CC1CC2C(CC=C1C=CC(=O)C)C(=C)C(=O)O2
136705,160533,CC1CC2C(CC=C1C(CC(=O)C)OC(=O)C)C(=C)C(=O)O2
136718,10400578,CC1CC2C(CC3(C1CC(=O)OC3)C)C(=C)C(=O)O2
136720,282785,CCOC1C2(CC3C(CC(C2CC(O1)O)C)OC(=O)C3=C)C
136722,282787,CC1CC2C(CC3(C1C(CC3=O)OC4C(C(C(C(O4)COC(=O)C)O)O)O)C)C(=C)C(=O)O2
136955,97616,CC(CC1=CC(=C(C=C1)OC)OC)C(C)CC2=CC(=C(C=C2)OC)OC
137044,2800736,CSC1=C(C(=[S+]S1)SC)C2=CC=CC=C2.[I-]
137049,282938,COC1=C(C=C(C=C1)CCN2C(=O)C=CC2=O)OC
137055,282944,C1CCCCCC(CCCCC1)N2C(=O)C=CC2=O
137443,283138,CC1C2=C(C3C(O1)CC(=O)O3)C(=O)C4=C(C2=O)C(=CC=C4)O
137633,283260,CC1=C(SC(=N1)N)N=NC2=CC=CC=C2Br
137635,283262,CC1=C(SC(=N1)N)N=NC2=CC(=C(C=C2Cl)[N+](=O)[O-])Cl
137679,6330249,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(N=C2[Se])N
137765,283277,CCS(=O)(=O)O.CC1(N=C(N=C(N1C2=CC=CC(=C2)CC(=O)NC3=CC=CC=C3)N)N)C
138144,5382359,CCCCCCCCC=CCCCCCCCCC1=NCCN1CCO
138320,5475287,CC1CC(C(OC1C2CC(C3(O2)C(C(CC(O3)C4(CCC5(O4)CC(C(C(O5)C(C)C=C(C)C(=O)C(C)CC(C)C(=O)O)C)O)C)OC6CCC(C(O6)C)OC)C)C)(CO)O)C
138333,283490,CC(=O)OCC1C(COC1=O)C(=O)N2CC3=CC4=CC=CC=C4N=C3C2
138389,283529,CC1=CC2=C(C=C1C)N(CC(=O)N2)C(=O)CCl
138425,135430800,CC(=O)OC1C(C(C(C2=C1C3=C(C2=[N+]=[N-])C(=O)C4=C(C3=O)C=CC=C4O)OC(=O)C)(C)O)OC(=O)C
138429,283562,CCCC(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)OC(=O)CCC)OC(=O)CCC
138756,283705,C1=CC2=C(C=C1Cl)C(C3=C2C(=CC(=C3)Cl)Cl)NCCO
138780,6711181,CC1=CC2C(CC1OC(=O)CC(C)C)(C3(C(C(C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C
138783,77082,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O.Cl
139021,93572,C1=CC=C2C(=C1)C=CC(=C2N=NC3=NC=CS3)O
139049,212513,C1=CC=C2C(=C1)C3=CC=CC=C3C(C2=O)(O)SCCN.Cl
139105,38777,CCS(=O)(=O)O.CC1(N=C(N=C(N1C2=CC(=C(C=C2)OCC3=CC(=CC=C3)C(=O)N(C)C)Cl)N)N)C
139109,5351237,CC1=CC(=CC=C1)NC(=O)C=CC2=CC=C(C=C2)[N+](=O)[O-]
139235,283962,C1=CC=C(C=C1)C(=O)C2=NN=C(N=N2)C(=O)C3=CC=CC=C3
139240,283965,C1=CC=C(C=C1)CC2=CC(=NN2)C3=CC=CC=C3
139346,283978,CC1=C(C(=O)C2=CC=CC=C2C1=O)N3CC3
139484,12323851,CC1=C2C(=CC=C1)C(=C3C=CC(=CC3=N2)[N+](=O)[O-])NC4=C(C=C(C=C4)NS(=O)(=O)C)OC.Cl
139490,135488934,CN1C(CNC2=C1C(=O)NC(=N2)N)CCNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
139727,54606380,COC1=CC=CC=C1C=CC(=O)C2COCN2
139948,3824594,C1=CC=C2C(=C1)NC3=C(C=C(C=C3O2)[N+](=O)[O-])[N+](=O)[O-]
140025,284240,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)F
140377,32465,CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)OC(=O)C=C(C)C)C
140380,284536,CCS(=O)(=O)O.CC1(N=C(N=C(N1C2=CC(=C(C=C2)OCC(=O)N3CCOCC3)Cl)N)N)C
140701,148802,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)NC4=CC=C(C=C4)NS(=O)(=O)C5=CC=C(C=C5)N
140873,284708,C1=CNC(=C1)C(=O)C2=C(C=CC(=C2)Cl)NC(=O)CN
140911,284731,C1=CC(=CC(=C1)S(=O)(=O)C2=CC=CC(=C2)N=C=S)N=C=S
141046,2794,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl
759283,2794,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl
141057,284793,C1=CC2=C(C(=C1)F)C(=O)C3=C2C=CC(=C3)N
141103,24192538,CC(C)(C)C1=CC(=C(C(=C1)C2CCCCC2)O)CN(C)C.Cl
141257,14143619,CCCCCCCCCCCC[N+]1=CC=C(C=C1)C(=O)N.[Br-]
141313,284925,CC1=NC2=C(N1C)C(=O)C3=CC=CC=C3C2=O
141350,54610326,COC1=CC=C(C=C1)[I+]C2=CC=C(C=C2)OC.Br
141351,21910132,COC1=CC=C(C=C1)[I+]C2=CC=CC=C2.C(=O)(C(F)(F)F)[O-]
141523,422107,[NH2-].[NH2-].Br[Pt+2]Br
141527,284986,CC1=NCCC2=CC3=C(C=C12)C4=CC=CC=C4N3
141537,422111,CC1=CC2C(CC1)(C3(C(C(C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C
141538,284995,CC(=CCC1C(O1)(C)C2(C(C(=O)CCC23CO3)OC)O)C
141539,284996,CC(C)CCC1C(O1)(C)C2(C(C(=O)CCC23CO3)OC)O
141540,439525,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
141545,65631,CN1CCC2=CC(=C(C3=C2C1CC34C=CC(=O)C=C4)O)OC
141549,148673,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42.Cl
141562,5458295,CC1=NC2=CC=CC=C2C=C1C[N+]34CN5CN(C3)CN(C5)C4.[Br-]
141633,285033,CC(C)(CCCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O
758253,285033,CC(C)(CCCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O
141634,73492,CC(C)CCC(C(C(=O)OC)O)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O
142053,285249,CC1=C2C=C3C4=CC=CC=C4N=C3C=C2C=CN1
142055,285250,CCCCC1=C2C=C3C4=CC=CC=C4N=C3C(=C2C=CN1)C
142226,285364,C1=CC=C(C=C1)COC2=CC=CC=C2N(C(=O)C(Cl)Cl)O
142227,5910585,CC(=CCOC1=CC2=C(C=C1)C=CC(=O)O2)C3=CC(=O)C(O3)(C)C
142269,285402,CC1=CC(=NC=C1)NC(=O)NC2=CC=C(C=C2)SC
142475,285494,C1CC2(C=C(C(=O)C(=C2)Br)Br)OC1=O
142480,5041204,C12=C(C(=C(C(=C1Cl)Cl)Cl)Cl)NC(=S)N2
142493,135545714,C1=CC(=CC=C1CCC(=O)NN=CC2=C(C=CC(=C2)Br)O)O
142543,241801,C1C2=CC=CC=C2C3=C1C=C(C=C3)N(CCBr)CCBr
142587,285581,CCCN1C(=NC2=C1C(=O)C3=CC=CC=C3C2=O)C
143019,97676,C1=NN=C(S1)NCNC2=NN=CS2
143020,54610150,CC1C(C(CC(O1)OC2CC(OC(C2O)C)OC3=CC4=CC5=C(C(=O)C(C(C5)C(C(=O)C(C(C)O)O)OC)OC6CC(C(C(O6)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)O)(C)O)O)C(=C4C(=C3C)O)O)O)O.[Mg+2]
143093,5913405,CC=C(C)C1=CC(=O)C2=C(O1)C3=C(C=C2C)C(=O)C4=C(C3(OC)OC(=O)C)C(=C(C=C4C5CC(C(C(O5)C)OC(=O)C)N(C)C)C6CC(C(C(O6)C)OC(=O)C)(C)N(C)C)O
143095,135447984,C(C1C(C(C(O1)C2=NNC(=C2O)C(=O)N)O)O)O
143099,130556,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O
143102,12999171,CS(=O)(=O)NC1=CC=C(C=C1)NC2=C3C=CC(=CC3=NC4=CC=CC=C42)Cl.Cl
143103,12999166,COC1=CC2=NC3=CC=CC=C3C(=C2C=C1)NC4=CC=C(C=C4)NS(=O)(=O)C.Cl
143106,21144481,CCCCC(=O)N(C1=CC=C(C=C1)NC2=C3C=CC(=CC3=NC4=CC=CC=C42)[N+](=O)[O-])S(=O)(=O)C.Cl
143108,2460,CCCC(=O)NC1=C2C(=NC=N1)N(C=N2)C3C(C4C(O3)COP(=O)(O4)O)OC(=O)CCC
143147,285728,C1CC(CCC1CC2CCC(CC2)NC(=O)N(CCCl)N=O)NC(=O)N(CCCl)N=O
143241,285758,CCOC(=O)N1CCC2=CC(=C(C3=C4C=C(C(=CC4=CC1=C23)OC)OC)OC)OC
143342,5715129,C1=CC=C(C=C1)C(=C2C=CC(=NO)C(=C2)Br)C#N
143343,6158638,CN(C)C1=CC=C(C=C1)C=NNC(=O)C2=CC(=C(C(=C2)OC)OC)OC
143346,285815,CCOC(=O)C1=C(NC(=C(C1C2=CC=C(C=C2)Cl)C(=O)OCC)C)C
143471,135545718,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NOC(C5=CC=CC=C5)C6=CC=CC=C6)C
143491,54606703,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=NO)C)O)N)O.Cl
143532,285885,CC1=CC(=C(C=C1)C(=O)C2=C(C=C(C=C2)C)OC)OC
143647,135413540,C(C(C(=O)O)N)[N+](=NO)[O-]
529469,135413540,C(C(C(=O)O)N)[N+](=NO)[O-]
143648,5351239,C1=C(C2=C(N=CN=C2N1C3C(C(C(O3)CO)O)O)N)C(=O)N.Cl
143677,5771631,C1=CC=C2C(=C1)C=CC=C2C(=CC3=CC=NC=C3)C(=O)O
143925,286106,CC1CC(C(=O)C(O1)OC2CC3CCC4C(C3(CC2O)C=O)CCC5(C4(CCC5C6=CC(=O)OC6)O)C)O
144033,286183,C1=CC=C2C(=C1)C=CC=C2C3=NC4=CC=CC=C4N3
144054,9555761,CN(C)C1=CN=C(C=C1)C=NNC(=S)N
144055,9555726,CC(=O)OC1=CN=C(C=C1)C=NNC(=S)N
144126,135534701,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NNC5=C(C=C(C=C5)[N+](=O)[O-])[N+](=O)[O-])C
144152,422454,CC(CCCO)C1=C(CC2C(C1OC(=O)C(=C)C)C(=C)C(=O)O2)CO
144153,5382554,CC1C(C(=O)C(C(O1)OC2CC3(C4CC=C5C(C4(C(=O)CC3(C2C(C)(C(=O)C=CC(C)(C)O)O)C)C)CC(C(=O)C5(C)C)O)C)OC(=O)C)O
144163,286252,C1=CC2=C(C=C1Cl)N=C(C(=N2)CI)CI
144168,286254,C1=CC=C2C(=C1)NC(=O)C(=N2)CBr
144173,286257,COC1=CC2=C(C=C1)N=C(C(=N2)CI)CI
144177,286258,C1=CC=C2C(=C1)N=C(C(=N2)Cl)CI
144198,54610169,C1=CC=C2C(=C1)C=CC=C2C(=C3C=C(C(=NO)C=C3Cl)Br)C#N
144295,85798,C(C(C(=O)N)Br)Br
144302,6310035,COC1=CC=C(C=C1)C=C2CS(=O)(=O)CC(=CC3=CC=C(C=C3)OC)C2=O
144303,6477008,C1C(=CC2=CC=C(C=C2)[N+](=O)[O-])C(=O)C(=CC3=CC=C(C=C3)[N+](=O)[O-])CS1(=O)=O
144310,45280986,COC1=C(C=C(C=C1)C=C2CSCC(=CC3=CC(=C(C=C3)OC)OC)C2=O)OC
144694,5771632,C1=CC=C2C(=C1)C=CC=C2C(=CC3=CC=NC=C3)C(=O)N
144698,286483,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=C(C=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O)C(F)(F)F
144872,97694,CS(=O)(=O)C1=NC(=C(C(=C1Cl)C#N)Cl)Cl
144988,286532,COC1=CC=C(C=C1)C(=O)C2=NO[N+](=C2C(=O)C3=CC=C(C=C3)OC)[O-]
145016,286557,C1=CC(=CC=C1C(=O)C2=NO[N+](=C2C(=O)C3=CC=C(C=C3)Cl)[O-])Cl
145150,286636,CC1C2C=C(C3C2(C=C1C)C(=C)C(=O)OC3)C(=O)O
145168,286651,CC(=O)C(N1C(=O)C=CC1=O)O
145219,286676,C1=CC=C(C=C1)C(CCC(=O)C2=CC=CC=C2)C(=O)C3=CC=CC=C3
145611,5382571,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)CN5CCN(CC5)C)C
145668,16757841,C1=CN2C3C(C(C(O3)CO)O)OC2=NC1=N.Cl
145669,286701,C1=CC=C2C(=C1)C=CC=C2C3NC4=CC=CC=C4C(=O)N3
145801,16683745,CC(=O)O[Hg]C1=C(SC(=C1[Hg]OC(=O)C)[Hg]OC(=O)C)[Hg]OC(=O)C
145904,286755,CC1CC2C(CC=C1C(CC(C)O)O)C(=C)C(=O)O2
146067,422683,C(C(=O)O)C(=O)O.[NH2-].[NH2-].[Pt+2]
146109,16759161,CC1=C2C=CC=CC2=C(C3=CC=CC=C13)CSC(=N)N.Cl
146267,422708,CN1CCC2=C3C1CC4=CC(=C(C=C4C3=C(C(=C2OC)OC)OC)OC)OC5=CC(=C(C=C5CC6C7=CC(=C(C=C7CCN6C)OC)OC)OC)OC
146268,3664418,C1=NN(C(=S)NC1=O)C2C(C(C(O2)CO)O)O
146374,287004,C1=CC=C(C=C1)P(=CC(=O)CCl)(C2=CC=CC=C2)C3=CC=CC=C3
146377,54610180,C1=CC=NC(=C1)C=NNC(=S)NN.Cl
146396,38845,CN1C(C2=CC(=C(C=C2C3=C1C4=CC5=C(C=C4C=C3)OCO5)OC)OC)OC
146397,25659,C[N+]1=CC2=CC(=C(C=C2C3=C1C4=CC5=C(C=C4C=C3)OCO5)OC)OC.[Cl-]
146557,287145,CC1=CC(=C(C=C1)C)N2C(=CSC2=NC(=O)C3=CC=CC=C3F)C4=CC=C(C=C4)Br
146604,1821,C1=C(C(=O)NC(=O)N1C2C(C(C(O2)CO)O)O)F
