NSC,CID,SMILES
9598,68275,CNC1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-]
9605,73518,CCNC1=CC2=C(C=C1C)N=C3C=C(C(=[NH+]CC)C=C3S2)C.[Cl-]
9608,222760,C1=CC=C2C=C(C=CC2=C1)C3=C(C=CC4=C3C(=O)C5=CC=CC=C5C4=O)C(=O)O
9609,407803,CC1=C(C=CC(=C1)N=NC2=C(C=CC3=CC=CC=C32)O)N=NC4=CC(=CC=C4)[N+](C)(C)C
9610,135436529,CCN(CC)C1=CC2=[N+](C3=C(C=CC(=C3)N=NC4=CC=C(C=C4)O)N=C2C=C1)C5=CC=CC=C5.[Cl-]
9612,20520,CC[N+](=C1C=CC2=NC3=C(C=C(C4=CC=CC=C43)NCC5=CC=CC=C5)OC2=C1)CC.[Cl-]
9665,222778,CC(=CCC1C(O1)(C)C2C(C(CCC23CO3)O)OC)C
9667,24181516,CCCCCCCCCCCCS(=O)(=O)[O-].CCCCCCCCC1=CC=C(C=C1)OCCOCC[N+](C)(C)CC
9704,5994,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
9706,5799,C1CN1C2=NC(=NC(=N2)N3CC3)N4CC4
9768,222840,C1=CC(=C(C=C1Cl)CC2=C(C(=CC(=C2)Cl)Cl)O)O
9771,222841,CCCC(C)C1=CC(=C(C(=C1)CC2=C(C(=CC(=C2)Cl)Cl)O)O)CC3=C(C(=CC(=C3)Cl)Cl)O
9853,135436533,C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=C(C=C3)S(=O)(=O)O)O.[Na+]
9855,65732,C1=CC=C(C=C1)[N+]2=C3C=C(C=CC3=NC4=C2C=C(C=C4)N)N.[Cl-]
9856,445639,CCCCCCCCC=CCCCCCCCC(=O)O
9858,14454445,CC1=CC(=C(C2=CC(=C(C=C2)N)C)C3=CC(=C(C=C3)N)C)C=CC1=N.Cl
9921,4735,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N
9936,6474556,CC(C)C1=CC=C(C=C1)C=NNC(=S)N
9951,16388,CCCCCCCCCC[N+](C)(C)C.[Br-]
10010,5351138,CC1=CC(=C2C=C(C=CC2=N1)OC)NCCCCCCCCCNC3=C4C=C(C=CC4=NC(=C3)C)OC.Cl
10018,3027338,CCCCCCCCCCCCN1C(=NC2=CC=CC=C21)C.Br
10036,222938,CCN(CC)CCC(CNC1=C2C=CC(=CC2=NC=C1)Cl)C3=CC=C(C=C3)Cl
10037,222939,CCN(CC)CCC(CNC1=C2C=CC(=CC2=NC=C1)Cl)C3=CC=CC=C3
10438,11077,C1=CC2=C(C=C1O)OC3=CC(=O)C=CC3=[N+]2[O-]
10460,11292,C1=CC(=N)C=CC1=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N.Cl
10466,12447,CC1=CC(=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N)C=CC1=N.Cl
93739,12447,CC1=CC(=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N)C=CC1=N.Cl
10483,5754,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O
10492,223170,CCN(CC)CCCC(CNC1=C2C=CC(=CC2=NC=C1)Cl)C3=CC=C(C=C3)Cl
13052,223170,CCN(CC)CCCC(CNC1=C2C=CC(=CC2=NC=C1)Cl)C3=CC=C(C=C3)Cl
10517,54601194,C[N+]1=CC=CC=C1C=CC2=CC=C(C=C2)N(C)C.[I-]
10520,54598850,C[N+]1=C(C=CC2=CC=CC=C21)C=CC3=CC=C(C=C3)Cl.[I-]
10526,6474466,C[N+]1=C(SC2=CC=CC=C21)C=CC3=CC=C(C=C3)N(C)C.[I-]
662424,6474466,C[N+]1=C(SC2=CC=CC=C21)C=CC3=CC=C(C=C3)N(C)C.[I-]
10534,54609031,CC1(C2=CC=CC=C2[N+](=C1C=CC=CC3=CC=CC=C3)C)C.[I-]
10535,10159899,CC1(C2=CC=CC=C2[N+](=C1C=CC3=CC=C(C=C3)N(C)C)C)C.[I-]
10587,24181636,CCCCN(CCCC)CC(C)(C)C(C1=CC=C(C2=CC=CC=C21)OC)O.Cl
10594,24181641,CCN(CC)CCC(CNC1=C2C=CC(=CC2=NC3=CC(=C(C=C31)OC)OC)[N+](=O)[O-])C4=CC=CC=C4.Cl
10641,24181655,CCCCCN(CCCCC)CC(C1=C(C=CC(=C1)Cl)OC)O.Cl
10660,24181664,CCCCCN(CCCCC)CC(C1=CC=C(C2=CC=CC=C21)Cl)O.Cl
10667,24181669,CCCC[N+](=C1C=CC2=NC3=C(C=C(C=C3C)N(CC)CC)SC2=C1)CCCC.[Cl-]
10721,223253,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)COC(=O)CCC5CCCC5)O)C)O
10848,223320,C1CCC2=C(C1)C3=C(C4=C(C=C3)C(=CC=C4)O)OC2=O
11051,22210396,CCCCN(CCCC)CCCCNC1=C2C=CC(=CC2=NC=C1C)Cl.OP(=O)(O)O
11216,21276631,C1=CC(=O)C=CC1=NC2=CC(=C(C(=C2)Br)O)Br.[Na+]
11225,7083,CC1=CC2=C(C=C1N)SC3=CC(=[N+](C)C)C=CC3=N2.[Cl-]
36758,7083,CC1=CC2=C(C=C1N)SC3=CC(=[N+](C)C)C=CC3=N2.[Cl-]
760421,7083,CC1=CC2=C(C=C1N)SC3=CC(=[N+](C)C)C=CC3=N2.[Cl-]
11232,14678,COC1=CC=CC=C1N=NC2=C(C=CC3=CC=CC=C32)O
11235,16953,CC1=CC2=C(C=C1)[N+](=C(S2)C3=CC=C(C=C3)N(C)C)C.[Cl-]
11240,16599,CC[NH+]=C1C=CC(=C(C2=CC=C(C=C2)N(C)C)C3=CC=C(C=C3)N(C)C)C4=CC=CC=C14.[Cl-]
11241,11980862,C1=CC=C2C(=C1)C=CC=C2[N+]3=C4C=C(C5=CC=CC=C5C4=NC6=C3C=CC7=CC=CC=C76)N.C1=CC=C2C(=C1)C=CC=C2[N+]3=C4C=C(C5=CC=CC=C5C4=NC6=C3C=C(C7=CC=CC=C76)N)N.[Cl-].[Cl-]
11420,223647,CCCCCN(CCCCC)CC(C)(C)C(C1=CC=C(C2=CC=CC=C21)OC)O
11452,223660,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)[As]=O
11461,6967,CN(C)C(=S)SC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-]
11511,223673,CC1C(=O)C(=C(C1(C2=CC=CC=C2)O)C3=CC=CC=C3)C
11590,20684,C1=NC2=C(N1)C(=NC=N2)NCCO
11624,223719,CN1C2=C(C=N1)C(=NC=N2)SC3=CC=C(C=C3)Cl
11663,223750,CCCOC1=NC(=NC2=C1C=NN2C3=CC=CC=C3)SCCC
11667,223752,CN1C2=NC(=NC(=C2C=N1)NC3=CC=C(C=C3)Br)NC4=CC=C(C=C4)Br
11668,223753,CN1C2=NC(=NC(=C2C=N1)NC3=CC(=CC=C3)Cl)NC4=CC(=CC=C4)Cl
11713,80753,C1=CC=C(C=C1)N=NC2=C(C(=CC3=CC=CC=C32)C(=O)O)O
11773,20441,CN(CC(=O)O)CC(=O)O
11841,223821,CC1=CC(=O)OC2=C1C=C(C=C2)OC
11881,94975,CN(C)C1=CC2=C(C=C1)N(C3=C(S2)C=C(C=C3)N(C)C)C(=O)C4=CC=CC=C4
11897,10221,CC1=C(C2=CC=CC=C2C(=O)C1=O)O
11905,3884,CC(=CCC1=C(C2=CC=CC=C2C(=O)C1=O)O)C
11926,2236,COC1=CC=CC2=C3C(=C(C=C21)[N+](=O)[O-])C(=CC4=C3OCO4)C(=O)O
50413,2236,COC1=CC=CC2=C3C(=C(C=C21)[N+](=O)[O-])C(=CC4=C3OCO4)C(=O)O
11963,24181851,C1=CC=C(C=C1)CC2=C(C(=CC(=C2)Cl)CNCCNCC3=CC(=CC(=C3O)CC4=CC=CC=C4)Cl)O.Cl
11969,223883,C1=C(C(=C(C(=C1Cl)Cl)CNCCNCC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl
11981,223889,CCCCCN=CC1=C(C(=C(C2=C1C(=C(C(=C2)C)C3=C(C4=C(C=C3C)C(=C(C(=C4C=NCCCCC)O)O)C(C)C)O)O)C(C)C)O)O
11991,223899,CC(C)(C)C1=NN=C2C1C(=O)C3=CC=CC=C32
12097,69462,C1=CC2=C(C=C1O)OC3=CC(=O)C=CC3=N2
12113,737187,CC(=CC1=CC(=C(C=C1)OC)OC)[N+](=O)[O-]
54548,737187,CC(=CC1=CC(=C(C=C1)OC)OC)[N+](=O)[O-]
12129,223984,C1=CC2=C(C(=C1)S(=O)(=O)O)C(=C(C=C2)O)N=NC3=CC=C(C=C3)S(=O)(=O)C4=CC=C(C=C4)N=NC5=C(C=CC6=C5C(=CC=C6)S(=O)(=O)O)O
12150,24181871,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)CCCCCCCCC(=O)NC3=CC4=C(C=C(N=C4C=C3)C)N)N.Cl
12161,223996,C1=NC2=C(NC(=O)N=C2N1C3C(C(C(O3)CO)O)O)N
12174,224001,CC12CC(C3(C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC43C)F)O
12181,408250,C1=CC=C(C=C1)C2=C(C(=CC3=CC=CC=C32)C4=C5C=CC(=O)C=C5OC6=C4C=CC(=C6)O)C(=O)O
12198,224004,CCC(=O)OC1CCC2C1(CCC3C2CCC4C3(CC(C(=O)C4)C)C)C
12455,135421797,C1=CC=C(C(=C1)C(=O)O)N=NC2=C3C=CC(=CC3=CC(=C2O)S(=O)(=O)O)S(=O)(=O)O.[Na+]
12516,24181914,COC1=CC2=C(C3=C(C=C(C=C3)Cl)N=C2C=C1)NC4=CC(=C(C=C4)O)CN5CCCC5.Cl
12517,24181915,CC(C)C1=CC2=C(C=C1)C3CCCC(C3CC2)(C)NCC4=CC=CC=C4.Cl
12650,224279,C1=CC(=CC=C1N=NC2=CC=C(C=C2)[As](=O)(O)O)O
12825,224423,C1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3N2)Br
12865,11068,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.Br
12969,79513,C1=CC=C2C=C(C(=CC2=C1)C(=O)NC3=CC(=CC=C3)Cl)O
50683,79513,C1=CC=C2C=C(C(=CC2=C1)C(=O)NC3=CC(=CC=C3)Cl)O
13002,25926,CN(C)C1=CC=C(C=C1)NC2=C3C=CC=CC3=NC4=CC=CC=C42
13006,24181963,COC1=CC2=C(C3=CC=CC=C3N=C2C=C1)NCCNCCO.Cl
13051,224524,CC1=CC(=C(C=C1NC2=C3C=C(C=CC3=NC4=C2C=CC(=C4)Cl)OC)C(C)C)O
13055,459702,CCCCN(CCCC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O.Cl
13119,1148,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N
13128,936,C1=CC(=CN=C1)C(=O)N
13151,5354553,C1=CC=C(C(=C1)C=CC(=O)C2=CC=C(C=C2)O)Cl
13162,54603804,C1=CC(=CC=C1S(=O)(=O)O)Cl.[Cd]
13204,95001,C1=CC2=C(C=C1Cl)N=NC(=N2)N
13239,224604,CCCCNC1=C2C=CC(=CC2=NC=C1CN)Cl
13248,224612,CCN1CCC(CC1)NC2=C3C=CC(=CC3=NC=C2)Cl
13275,24182013,COC1=C(C2=C(C(=C1)NCCC3CCCCN3)N=CC=C2)OC.I
13300,223171,CCN(CC)CCC(CNC1=C2C=CC(=CC2=NC=C1)Cl)C3=CC=C(C=C3)OC
13307,45049470,CCCCCCCN(CCCCCCC)CC(C1=CC2=CC=CC=C2C3=C1C=CC(=C3)Br)O.Cl
13314,224641,CC(C)NCCCC(C)NC1=CC(=C(C2=C1N=CC=C2)OC)OC.C(=O)(C(=O)O)O
13316,224644,C1CCNC(C1)C(C2=CC(=NC3=CC=CC=C32)C4=CC=C(C=C4)Cl)O
13317,54609285,CCN(CC)CCCNCC1=CC(=NC2=C1C=CC(=C2)Cl)C3=CC=CC=C3.OS(=O)(=O)O
13318,54602013,CCN(CC)CCCNCC1=CC(=NC2=CC=CC=C21)C3=CC=CC=C3.OS(=O)(=O)O
13378,54611715,COC1=CC(=C2C(=C1)C=CC=N2)NCCC3CCCCN3.Cl
13380,224687,CC1=CC(=C2C=C(C=CC2=N1)OC)SC3=NC4=CC=CC=C4S3
13397,31307,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O
13477,24182056,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1C3=CC=CC=C3)Cl.I
13479,224741,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)OC3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
13480,54598468,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC4=CC=CC=C43)C5=CC=CC=C5)O.Cl
13483,224743,CCN(CC)CCCC(C)NC1=C2C=C(C(=CC2=NC=C1)Cl)SCC3=CC=CC=C3
13484,22210399,CCN(CC)CCCC(C)NC1=CC(=NC2=C1C=CC(=C2)OC)C3=CC=CC=C3.OP(=O)(O)O
13502,3197,CC1C(=O)N(C2CSC(C(C(=O)N(C(C(=O)OCC(C(=O)N1)NC(=O)C3=NC4=CC=CC=C4N=C3)C(C)C)C)N(C(=O)C(NC(=O)C(COC(=O)C(N(C2=O)C)C(C)C)NC(=O)C5=NC6=CC=CC=C6N=C5)C)C)SC)C
526417,3197,CC1C(=O)N(C2CSC(C(C(=O)N(C(C(=O)OCC(C(=O)N1)NC(=O)C3=NC4=CC=CC=C4N=C3)C(C)C)C)N(C(=O)C(NC(=O)C(COC(=O)C(N(C2=O)C)C(C)C)NC(=O)C5=NC6=CC=CC=C6N=C5)C)C)SC)C
13597,53423158,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)SCC(=O)O.Cl
13598,54603830,CCN(CC)CCS(=O)(=O)CCNC1=C2C=CC(=CC2=NC=C1)Cl.OP(=O)(O)O
13616,224810,CCC(CNC1=C2C(=CC(=C1)OC)C=CC=N2)NC3CCCCC3
13625,54605076,CCN(CC)C1=CC=C(C=C1)C=CC2=NC3=C(C=C(C=C3)C)C(=C2)C
13628,224815,CCN(CC)CCCNC1=CC=CC2=C(C=CN=C21)SCC3=CC=CC=C3
13699,224859,C1=CN=CC=C1CC(C(Cl)(Cl)Cl)O
13713,24182106,CCN(CC)CCCNC1=CC(=C(C2=C1N=CC=C2)OC)OC.I
13724,224873,CCN(CC)CCC(CNC1=C2C=CC(=CC2=NC=C1C)Cl)C3=CC=C(C=C3)Cl
13801,224935,COC1=CC=CC=C1NC(=O)CSC(=O)N
13831,224958,CN1C(=CC=C1SC2=CC=C(N2C)C3=CN=CC=C3)C4=CN=CC=C4
13835,24182122,CCCCCCCCCCCCCC[N+]1=CC=CC(=C1)C(=O)N.[Br-]
13973,8672,CC1=CC2=CC3=C(C=C(C(=C3)C)N)N=C2C=C1N.Cl
13977,24181285,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(C(C4C3C=CC=N4)(O)S(=O)(=O)O)(O)S(=O)(=O)O.[Na+]
13981,67011,C1=CC=C(C=C1)C(=O)NC2=CC=CC3=C2C(=O)C4=C(C3=O)C(=CC=C4)N
13984,224978,C1=CC=C(C=C1)C(C2=C(C3=CC=CC=C3C=C2)O)(C4=C(C5=CC=CC=C5C=C4)O)O
13986,76123,CCN(CC)C1=CC2=[N+](C3=C(C=CC(=C3)N=NC4=CC=C(C=C4)N(C)C)N=C2C=C1)C5=CC=CC=C5.[Cl-]
14006,5371805,CC(=CC1=CC=CC=C1OC)[N+](=O)[O-]
22984,5371805,CC(=CC1=CC=CC=C1OC)[N+](=O)[O-]
14009,49791635,CCC(=CC1=C(C=C(C=C1)OC)OC)[N+](=O)[O-]
14022,5929688,CSC(=C(C#N)SC)C#N
14034,225001,C1=CC(=CC=C1C=C2C(=C(C(=C2Cl)Cl)Cl)Cl)[N+](=O)[O-]
14040,225006,COC1=CC=C(C=C1)C(=O)C2=NON3C2(O3)C(=O)C4=CC=C(C=C4)OC
14050,83818,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl.OP(=O)(O)O
14071,24182153,COC1=CC2=C(C3=C(C=C(C=C3)Cl)N=C2C=C1)NCCCNCCO.Cl
14073,54609322,CC(CNCCNC1=C2C=C(C=CC2=NC3=CC=CC=C31)OC)O.Cl
14079,54602016,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)C)OC.Cl
14186,137805,C1=CC=C2C(=C1)NC(=N2)SCC(=O)O
14229,5351141,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC.Cl
14380,225223,CC(C)COC1=NC2=C(N1C)C(=O)N(C(=O)N2C)C
14548,225328,C1=CC=C(C=C1)C=C2C3=CC=CC=C3C(=O)C4=CC=CC=C42
14657,24182209,CC(C)(CNCCCNC1=C2C=CC(=CC2=NC3=CC(=C(C=C31)OC)OC)[N+](=O)[O-])O.[Cl-]
14659,24182211,COC1=CC2=C(C3=C(C=C(C=C3)Cl)N=C2C=C1)NCCNCC(CO)O.Cl
14666,190,C1=NC2=NC=NC(=C2N1)N
14711,54605111,COC1=CC(=CC2=C1OC(=O)C(=C2)C(=O)O)CN3CCCCC3.Cl
14741,54605112,CC(C)NCCCCCNC1=C2C(=CC(=C1)O)C=CC=N2.Cl
14864,31239,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Cl-]
756673,31239,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Cl-]
14973,225483,C1=CC(=CC=C1C(=O)O)NCC(=O)O
14974,225484,CC1C2C(C(=O)OC3C24COC(C1O)(C4C5(C(C3)C(=CC(C5O)O)C)C)O)O
14975,441794,CCC(C)(C(=O)OC1C2C(C(C3(C4C2(CO3)C(CC5C4(C(C(C=C5C)O)O)C)OC1=O)O)O)C)O
14977,54609366,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)NN.Cl
15013,458959,C1=CC=C2C(=C1)C(=N)C=C(C2=O)N.Cl
15078,6271803,CCCCCC(=CC1=CC=CC=C1)C=C(C#N)C#N
15193,225612,C(C=O)C(C(C(CO)O)O)O
15200,6711183,[N+](=O)(O)[O-].[Ga]
15309,8718,CC1=CC(=O)C(=CC1=O)C
15372,7141,C1=CC=C2C=C(C=CC2=C1)NC3=CC=C(C=C3)O
15609,24182331,C(C1C(O[Sb]O1)C(C(C(=O)O)O)O)O.O.[Na+]
15623,24182342,CC1=CC=C(C=C1)[Sb]2OC(C(O2)C(C(C(=O)O)O)O)CO.O.O.[Na+]
15628,5280954,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C=CC6=CC(=C(C(=C6)OC)OC)OC
15785,5377203,CN(C)C1=CC=C(C=C1)C=C(C#N)C2=CC=CC=C2
636948,5377203,CN(C)C1=CC=C(C=C1)C=C(C#N)C2=CC=CC=C2
667261,5377203,CN(C)C1=CC=C(C=C1)C=C(C#N)C2=CC=CC=C2
15791,21144135,CC1=C2C(=C(C=C1)NCCN3CCCCC3)C(=O)C4=CC=CC=C4S2.Cl
15795,24182355,CCN(CCNC1=C2C(=C(C=C1)C)SC3=C(C2=O)C=CC(=C3)Cl)CC(C)(C)O.Cl
15812,408791,CCCCCCN(CCCCCC)C(=N)C1=CC=NC2=CC=CC=C12
15813,5897951,CN(CCC(=O)C(=CC1=CC=CC=C1)C2=CC=C(C=C2)Cl)CC3=CC=CC=C3
15830,5473611,C(C(C(=O)O)N)SC(=CCl)Cl
15886,225968,C1=C(C=C(C2=C1C3=C(N2)C(=CC(=C3)[N+](=O)[O-])Cl)Cl)[N+](=O)[O-]
15975,18981,C1=CC=C2C(=C1)C=CC(=C2N=NC3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-])O
16034,226033,CC1=CC=C(C=C1)NSC2=CC=CC=C2[N+](=O)[O-]
16116,5351669,C[N+](C)(C)CCN(CC1=CC=CS1)C2=CC=CC=N2.[I-]
16165,135421845,CN=C1C=CC2=[NH+]C3=C(C=C(C=C3)N)SC2=C1.[Cl-]
16166,13797451,CNC1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Br-]
16219,226107,CCN(CC)C1=CC2=C(C=C1)N=C3C4=CC=CC=C4C(=O)C=C3N2C5=CC=CC=C5
16222,135421850,CCN(CC)C1=CC2=[N+](C3=C(C=CC(=C3)N=NC4=C(C=CC5=CC=CC=C54)O)N=C2C=C1)C6=CC=CC=C6.[Cl-]
16239,408835,COC1=CC=C(C=C1)[Hg]Cl
16258,226118,CC(C(C1=CC=CC=C1)O)[N+](=O)[O-]
16520,5912102,CCN(CC)C1=CC=C(C=C1)C=CC2=NC3=CC=CC=C3C(=C2)C
16685,5375839,CC(=CC1=CC2=C(C=C1)OCO2)[N+](=O)[O-]
16729,5354670,COC1=C(C=CC(=C1)C=CC(=O)O)OCC2=CC=CC=C2
16865,54604911,C(C(CS)S)O.[Bi]
16876,54599171,C1=CC=C(C=C1)C=NNC(=O)CSCC(=O)NN=CC2=CC=CC=C2
17061,226514,COC1=C(C=C(C=C1)C=NC2=C(C=CC3=CC=CC=C32)O)OC
17065,226518,C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2OC(=O)C3=CC=CC=C3
17245,226609,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)COC(=O)C5CCCC5)O)C)O
17257,226619,CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)OC(=O)CC(=O)C3=CC=CC=C3)C
17273,24182496,COC1=CC2=C(C3=C(C=C(C=C3)Cl)N=C2C=C1)NCCCN(CCCl)CCCl.Cl
17275,24182498,C=CCC1=C(C(=CC(=C1)C2=CC(=C(C(=C2)CN(CCCl)CCCl)O)CC=C)CN(CCCl)CCCl)O.Cl
17473,66069,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F.Cl
17551,226783,CC1=CC(=C(C(=C1)C)C(=O)CC(=O)C2=CN=CC=C2)C
17647,54609095,CC1=C(C(CCC1)(C)C)CCC(C)NCC2=CC=C(C=C2)OCCCN3CCCCC3.C(=O)(C(=O)O)O
17652,54609096,CC1=C(C(CCC1)(C)C)CCC(C)N(C)CC2=CC=C(C=C2)OCCCN3CCCC3.C(=O)(C(=O)O)O
17744,226857,CCCCCCCCCCCCCCCC1=NC(CN1C(C)C)(C)C
17759,5354710,CCCCCCCCC=CCCCCCCCC1=NC(CN1CC(C)O)(C)C
17762,226869,CCCCCCCCCCCCCCCCCC1=NC(CN1C(C)(C)CO)(C)C
18286,227098,CCOC1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])F
18298,3844272,CC1=CC2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=CC(=N5)C=C1[N-]2)C)C)CCC(=O)O)C(=C3C)CCC(=O)O.[Cu+2]
18300,3821089,CC1=CC2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C)CCC(=O)O)CCC(=O)O)C)C=C3C.[Pd+2]
18335,409071,CCC1(CC(C2=C(C3=C(C=C2C1C(=O)OC)C(=O)C4=C(C=CC(=C4C3=O)O)O)O)OC5CC(C(C(O5)C)OC6CC7C(C(O6)C)OC8C(O7)CC(=O)C(O8)C)N(C)C)O
243023,409071,CCC1(CC(C2=C(C3=C(C=C2C1C(=O)OC)C(=O)C4=C(C=CC(=C4C3=O)O)O)O)OC5CC(C(C(O5)C)OC6CC7C(C(O6)C)OC8C(O7)CC(=O)C(O8)C)N(C)C)O
18451,227150,C1=CC=C2C(=C1)C3=C(C2=O)C=C(C=C3)N(CC4=CC=C(C=C4)Br)CC5=CC=C(C=C5)Br
18460,227158,C1C2=C(C=CC(=C2)NC=O)C3=C1C=C(C=C3)[N+](=O)[O-]
18613,5351688,C[N+]1(CCCC2=CC=CC=C21)NCC[N+](C)(C)C.[I-]
18719,227263,C1=CC2=C(C=C1Cl)NC(=N2)C(C(C(C(CO)O)O)O)O
18727,197860,C1CCN(CC1)CC2CCCCC2=O.Cl
18758,227281,C1=CC(=CC=C1C2=CC=C(C=C2)N=C(N)N)N=C(N)N.OS(=O)(=O)O
18804,3611,CC(C)C1=CC(=O)C(=CC=C1)O
18805,12649,CC(C)C1=CC=C(C(=O)C=C1)O
18877,227331,C1=CC=C2C(=C1)C(=CS2)C(=O)C3=NO[N+](=C3C(=O)C4=CSC5=CC=CC=C54)[O-]
18880,227334,C1=CC=C2C(=C1)OC3=C(C=CC=C3S2)C(=O)NN
18883,227337,CCN(CC)CCN1C2=CC=CC=C2SC3=C1C4=CC=CC=C4C=C3
18891,227345,CN(C)CCCN1C2=CC=CC=C2SC3=C1C4=CC=CC=C4C=C3
18894,12665,C1CCNC(=O)C1
19048,227456,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O.CC(=O)O
727858,227456,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O.CC(=O)O
19139,227530,CN1C2=NC(=NC(=C2C=N1)NCCC3=CC=CC=C3)Cl
19147,24182669,C1=CC=C(C=C1)CCNC2=C3C(=NC(=N2)Cl)N(C=N3)C4=CC=CC=C4.Cl
19441,95122,CC1=CC=CC=C1C2=NC3=C(N=C(N=C3N=C2N)N)N
19502,409204,CC(=O)OCC1=CC=C(O1)[Hg]Cl
19509,12304060,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O.Cl
407307,12304060,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O.Cl
19630,227681,CCC(=O)OCN1C(=O)C=CC1=O
758772,227681,CCC(=O)OCN1C(=O)C=CC1=O
19637,5376493,C1=CC=NC(=C1)C=CC2=CC(=CC=C2)[N+](=O)[O-]
19639,18156,C1=CC(=CC(=C1)N2C(=O)C=CC2=O)N3C(=O)C=CC3=O
19645,5955,C1=CC=C2C(=C1)C(=CC=[N+]2[O-])[N+](=O)[O-]
19646,78545,CC1=[N+](C2=CC=CC=C2C(=C1)[N+](=O)[O-])[O-]
144470,78545,CC1=[N+](C2=CC=CC=C2C(=C1)[N+](=O)[O-])[O-]
19727,227746,CC1=C([N+](=O)C(=C(N1[O-])C)C)C
19728,9555790,CCCCCCOC1=CC=C(C=C1)C=NNC(=S)N
19760,227754,C1=CC=C(C=C1)CC(C(=O)O)N2C(=O)C3=CC=CC=C3C2=O
19781,90481,C1=CC(=CC=C1CCCCCCC2=CC=C(C=C2)O)O
19802,5281691,COC1=CC(=C2C(=C1)OC(=C(C2=O)O)C3=CC(=C(C=C3)O)O)O
19893,3385,C1=C(C(=O)NC(=O)N1)F
757036,3385,C1=C(C(=O)NC(=O)N1)F
19912,92765,COC1=CC2=C(C=C1)C3=C(CC4CCCCN4C3)C5=CC(=C(C=C52)OC)OC
19942,227830,CC1CC2C3C(C4(C1C=CC4=O)C)OC(C3(C(=O)O2)C)(C)O
19976,227840,C1CCC2(CC1)CCCN2CCCN3C4=CC=CC=C4SC5=C3C=C(C=C5)Cl
19987,6741,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O
