NSC,CID
756247,5329475
756248,135558907
756251,9927432
756253,9828335
756254,9808725
756256,9893150
756258,5329478
756260,5329855
756261,766948
756263,9872621
756265,25138015
756267,9829680
756268,44416243
756269,5329844
756271,21952043
756272,5329860
756274,9937660
756275,10204357
756276,10186269
756278,9822610
756279,9917474
756280,9873849
756282,766949
756283,5329868
756284,9960734
756285,5329861
756287,5329854
756288,135421144
756290,5329853
756292,11617559
756293,9809611
756297,135778715
756298,135778714
756300,9955516
756301,10300768
756302,11669455
756303,10160775
756304,5329875
756306,5329489
756309,11717091
756312,10230568
756314,44571453
756316,44571452
756317,10279624
756318,10163749
756319,17755137
756323,10276395
756324,11656050
756327,17755232
756332,5326956
756333,44578672
756335,10113568
756336,10113568
756337,10180652
756338,44410704
756345,24896610
756346,44578253
756348,9604962
756350,9604911
756352,11290221
756355,9604926
756356,11627264
756357,23646936
756358,23646938
756362,11163861
756363,25263078
756364,6539364
756366,5329829
756368,11605761
756369,6539390
756370,9604970
756371,5329831
756372,6539385
756374,9604948
756375,6539382
756377,9604912
756384,6539409
756385,6539422
756387,6539414
756391,6539424
756394,9604958
756395,6539430
756401,6539439
756402,6539440
756403,11328632
756404,9826308
756405,16664858
756406,25263092
756407,25263088
756409,11281930
756411,11284937
756413,25023715
756416,5164
756417,5164
756418,22464113
756420,22464120
756422,17892742
756424,9910722
756432,15872407
756437,18536613
756445,6539522
756448,6539466
756449,10946675
756454,44433171
756455,22185379
756457,10638921
756458,135555486
756462,6539561
756463,6539558
756464,135547844
756465,6539563
756466,6539564
756468,135435011
756469,135435015
756470,135435015
756471,6539593
756476,44397250
756477,44396990
756480,6539614
756481,6539611
756482,6539598
756483,6539599
756487,44397453
756488,44397147
756489,44397710
756491,16095343
756492,44431824
756501,8249
756619,155809975
756641,11238147
756642,4261
756643,23635314
756645,54613769
756646,44483163
756647,24889392
756648,16659841
756652,11640390
756654,5730
756656,24964624
756657,10027278
756659,135423438
756660,5280343
756662,15981429
756663,11244031
756673,31239
756688,60148381
756694,38911
756698,3033832
756702,6167
756717,30323
756731,6327770
756738,5702042
756754,60148385
756765,155807382
756783,2871966
756784,25235411
756833,155808087
756876,11433190
756877,155805350
756879,5712
756971,83036736
756972,21230
757000,145977632
757002,155808203
757027,24707
757036,3385
757043,3851247
757050,11057
757055,3598
757087,4033
757098,460612
757113,4112
757148,11152667
757149,10461508
757177,71579162
757296,54720821
757306,4993
757334,25256150
757348,2723601
757350,941650
757363,16132496
757384,9962911
757387,6842
757391,3037
757400,359323
757402,16682730
757424,446541
757425,12420
757427,2154
757436,24956525
757437,3085092
757438,24180719
757439,9915743
757440,11520894
757441,6450551
757442,135423438
757444,16007391
757568,53495165
757569,57524026
757795,12456
757804,6708815
757818,5702159
757824,3334
757836,60148403
757838,4030
757852,5354
757882,68589
757908,14848763
757909,14848760
757910,108292902
757911,155812952
757912,155812951
757913,155808125
757914,6887203
757915,69171
757924,155808231
757925,155811396
757926,155814474
757927,155806818
757929,135440402
757933,155809903
757946,71763189
757948,71763191
757949,71763192
757981,137655794
757982,57327694
757983,137660355
758005,11488320
758007,9911830
758025,46949030
758026,46949029
758027,46949031
758028,46949594
758030,76310392
758031,46949815
758032,57404230
758033,51138378
758119,71762092
758183,60148410
758186,9444
758187,6197
758188,830
758230,5702211
758242,11494412
758243,24785538
758244,25171648
758246,11707110
758247,5330286
758248,16719221
758249,49855250
758250,24995524
758251,50515
758252,11556711
758253,285033
758254,49867936
758255,452548
758256,44516953
758257,46700756
758356,155808314
758357,155814544
758359,90680998
758367,90681005
758370,90681003
758376,155811215
758381,155814546
758394,5351247
758399,5702223
758401,5974
758408,5702227
758423,3926765
758427,5702238
758440,4477
758450,5458171
758459,4622
758465,60148415
758480,3014024
758484,5310939
758485,11754511
758486,2926768
758487,24826799
758488,11351021
758489,2929
758516,44452462
758534,10293974
758535,155811231
758538,16109334
758539,91973099
758540,53319891
758542,685418
758545,135577618
758546,46949557
758548,44301775
758551,46183322
758553,51138521
758554,5304336
758556,16762259
758591,24779724
758612,60148416
758617,60148418
758630,14710
758644,2082
758645,441276
758662,53232
758664,60148419
758667,6708778
758670,16134267
758671,16667703
758682,11832956
758706,54454
758772,227681
758773,11414799
758774,6918638
758845,155813050
758871,25262965
758872,10302451
758873,11228183
758881,6710691
758889,17499
758896,446155
758905,5281078
758932,15789
758941,72385
758943,40854
758963,2577
758965,10206
758968,3599
759004,72374604
759006,72374705
759016,72374707
759017,72374708
759018,72374709
759025,60141294
759094,16223204
759095,46911863
759096,9571836
759135,6099
759155,6916127
759174,9832825
759178,4830
759195,65348
759216,155808132
759224,11625818
759228,3686
759261,5337997
759263,60699
759274,518605
759283,2794
759322,5702286
759498,6420138
759591,10607
759612,5702072
759614,667490
759630,5702228
759657,11538455
759658,46215815
759659,24978538
759660,136069096
759661,135398510
759675,11427553
759676,9884685
759677,24771867
759762,71680778
759817,9821433
759821,16129666
759822,2788
759850,9877265
759852,5311
759856,123631
759857,60148441
759877,3062316
759882,4122
759894,51371311
760014,127044901
760015,155816064
760016,155808311
760057,41684
760087,60780
760091,9941647
760143,9865515
760144,135398495
760180,54766738
760181,54766740
760182,54766893
760183,46907787
760200,5301223
760216,5147158
760217,5147157
760220,44593137
760222,51138513
760223,3489043
760224,46949592
760263,71769022
760286,118734071
760289,118734075
760292,155814457
760313,155805042
760359,11102
760419,5288209
760421,7083
760423,9955951
760442,6914657
760443,135565596
760444,159324
760476,155809942
760536,25033539
760764,9952884
760765,11349170
760766,3081361
760841,3038522
760843,11667893
760950,5147156
760951,9947300
760952,56951977
760953,56951978
760955,76328509
760956,57404231
760958,155805124
760968,5297068
760978,137637897
760979,137645384
760980,137647086
761039,44406352
761068,25102847
761069,24856041
761070,51000408
761083,57563359
761116,72724457
761130,72724591
761137,155808288
761138,155816075
761139,134197472
761141,155816071
761142,155806886
761150,71763649
761152,71763423
761154,71762976
761156,155806822
761184,51003603
761188,11955855
761189,9961435
761190,6918837
761191,68165315
761192,24966999
761193,24748573
761194,44156921
761215,24963252
761217,46883536
761219,108293645
761220,62134178
761340,60196151
761385,24775005
761386,24775005
761387,17751819
761390,155808494
761393,155808312
761400,117992367
761407,155805134
761409,155565464
761431,42611257
761526,90055426
761527,56946443
761545,155808160
761549,155808158
761560,155811351
761582,155812978
761584,138631879
761586,138632019
761592,138632025
761634,844044
761676,46945878
761691,25144732
761692,45142457
761693,52915004
761736,71652845
761759,57969857
761760,135440466
761768,137662137
761769,137653213
761814,118624714
761816,155808310
761817,155816036
761819,155813127
761820,155808316
761821,155806857
761822,155811201
761824,155810040
761826,155811210
761832,155813091
761834,155805106
761840,155814535
761849,155814526
761879,136040109
761906,155814407
761910,16126651
761931,68999822
761942,136068403
761980,71451481
761982,155810082
761997,155815922
762073,5300558
762148,155808188
762149,71763425
762150,71763652
762151,16124208
762152,89417058
762153,15986509
762154,25015677
762346,9885748
762367,11210285
762382,49784945
762418,59252140
762419,9886720
762445,71496742
762458,57409953
762463,76511174
762464,155809944
762465,155809945
762521,11548630
762539,72374827
762540,72374828
762541,72374829
762542,72374830
762545,155813083
762555,155810023
762557,155808269
762559,155810020
762564,118731448
762566,155810024
762583,155810019
762610,155811405
762611,155813040
762673,16739650
762696,51138617
762756,66506251
762763,155816017
762795,71566397
762805,155808139
762831,59016471
762858,155805059
762864,155814470
762870,155806814
762887,134140653
762888,134141691
762889,22181640
762901,60150671
762908,72375194
762911,72375195
762914,136233493
762920,155815906
762921,155804986
762934,155809889
762948,58172700
762986,155806717
762988,155809865
763118,108293732
763120,155806744
763121,108293743
763122,108293742
763123,155814404
763124,108293674
763125,155815911
763126,108293738
763127,155815910
763128,108293675
763129,155811300
763130,108293735
763131,155808123
763132,108293736
763133,108293649
763134,108293679
763135,155806743
763136,155808122
763186,51138522
763187,9821374
763188,3381736
763193,2838911
763196,10109587
763198,73334660
763231,155804973
763232,155811287
763234,155811282
763235,155812920
763236,155812925
763238,155804969
763241,155809873
763266,86298116
763271,155804956
763273,155808086
763275,13170777
763277,13170781
763278,155808078
763372,155811395
763373,155815984
763444,135565545
763494,71761860
763504,155811301
763525,12003241
763526,10366136
763527,46232606
763541,76853562
763545,6146357
763564,23634407
763579,11955716
763582,155815904
763587,135276800
763595,155814561
763617,155805099
763621,155814532
763633,155810050
763635,71624130
763639,155814549
763646,155808300
763663,155805131
763669,71625913
763684,137225047
763692,155811197
763703,155806854
763728,137642370
763729,136226140
763730,136226144
763731,136226150
763743,155811352
763832,71263684
763841,54575622
763847,155812989
763856,2891998
763857,3275692
763863,2939315
763930,11569967
763931,17754438
764014,155812955
764022,76853564
764032,76900353
764036,46926350
764037,53388144
764039,25227436
764040,49806720
764041,16038120
764042,10288191
764043,46907787
764069,59053149
764072,59051601
764090,24794418
764091,25254071
764092,25167777
764110,155813060
764134,44462760
764135,10437018
764136,11749858
764154,155808157
764156,155805011
764162,155806768
764230,134148830
764232,134147155
764238,135398521
764239,51039095
764265,155814481
764266,155811408
764270,155813042
764308,72196543
764310,72196726
764312,72196731
764316,72196544
764320,72196913
764334,24800541
764405,90682754
764407,90682755
764457,42647934
764458,42648102
764459,42648106
764463,46949259
764481,11154925
764487,53235510
764490,134141634
764492,134147260
764493,134151852
764494,134150511
764496,134140548
764515,135565635
764516,11647372
764517,46224516
764530,57381844
764567,155811212
764568,155805104
764580,44137946
764581,51039094
764582,1271002
764608,45259014
764658,45375953
764659,16224745
764757,25022340
764764,135817419
764765,155813556
764770,73212772
764820,46213929
764821,49806720
764823,42642648
764825,155806740
764826,155808119
764827,155808118
764828,155811295
764869,1255043
764879,5730437
764901,155815953
764902,155811340
764903,73357038
764906,73349440
764928,596982
764933,4450833
764934,155811246
764935,22752
765320,22277647
765339,135492361
765369,30876879
765395,57336747
765396,135743681
765405,155809937
765406,155813026
765420,3384730
765428,155806911
765429,155814376
765435,135564985
765436,44632017
765608,135409374
765609,2327500
765610,155804989
765611,155811299
765612,155809896
765613,108293962
765614,155808121
765615,155811296
765616,108293770
765617,155811298
765618,155811297
765619,155808120
765662,155809895
765663,155804988
765664,155806741
765665,155814403
765666,155812947
765667,155815909
765668,155812946
765669,155814402
765670,155804990
765671,155812945
765672,66636377
765694,5328940
765695,6918454
765699,1149503
765700,1006981
765712,1515323
765715,752059
765718,718013
765722,753157
765733,155810080
765735,75359558
765762,155813017
765764,155811360
765770,155808207
765771,155815970
765773,155815969
765775,9828310
765776,46893585
765797,155811216
765798,155562274
765799,155806868
765800,102220009
765804,117928280
765805,117928007
765806,90718192
765812,117928316
765815,155811194
765820,155814528
765865,25134326
765866,15985330
765878,51361447
765884,155809999
765888,11511120
765889,46207586
765898,46940575
765911,155806710
765948,37888681
765949,10297043
765954,155808080
765955,155809858
765974,56649450
766053,71598367
766054,71721526
766055,71598364
766056,73051088
766074,135981339
766076,155806817
766103,155812962
766118,54684141
766124,71739707
766126,71739837
766129,71739967
766130,71739570
766131,71739572
766132,71739573
766133,71739709
766134,71739708
766143,138607174
766216,155806825
766218,155813047
766219,86582879
766220,155808244
766221,155809981
766223,155815992
766226,155811413
766227,155814488
766228,155811414
766229,155809984
766230,155806827
766231,155809983
766239,7947368
766240,155814485
766241,2374853
766243,155808243
766244,155811412
766245,49148243
766246,69055994
766247,155813046
766255,25182616
766257,136252681
766258,136252682
766259,136252685
766270,49846579
766271,10461815
766272,155809866
766289,117984493
766292,1505214
766294,1506381
766298,1508792
766314,117919590
766317,117919589
766325,155813090
766330,155810047
766331,101882095
766332,155806870
766333,155808283
766334,136949538
766337,155810048
766338,101882094
766343,76330116
766346,76333764
766347,155528737
766348,123871792
766397,155812950
766399,108293637
766401,108293638
766402,155809894
766404,155812949
766407,155812948
766408,155806742
766411,27509345
766417,24214228
766426,4329630
766440,3499680
766467,871153
766470,17325420
766478,2226126
766494,7161317
766497,787413
766511,44522210
766523,9550693
766527,1230978
766532,45210433
766538,26325235
766544,20856297
766546,4139926
766547,2979608
766548,25459838
766556,3491998
766563,23604751
766564,16020383
766578,615754
766585,17375211
766590,5308471
766601,3164076
766613,697239
766615,17373844
766626,934186
766634,1507416
766649,95996
766656,1643514
766672,1987880
766674,40481904
766681,1486593
766685,1777249
766689,11837127
766690,705510
766693,945743
766694,5975764
766701,1160282
766704,2900551
766707,1331204
766721,44522111
766722,135543311
766723,1579827
766734,5051873
766744,933766
766746,5886892
766749,6501965
766751,5158191
766755,493035
766757,653020
766761,1000261
766765,3454585
766767,2887065
766769,10170
766775,691643
766777,1355348
766780,4400747
766782,95783
766788,3130863
766790,711950
766807,4411107
766808,4720996
766813,50985821
766820,11539025
766821,50922691
766824,155813557
766871,155811419
766905,86288942
766906,25161177
766907,25183872
766908,1401
766920,155809885
766921,137631218
766922,155813013
766927,155811364
766929,155808214
766937,155805049
766939,155808208
766941,155805050
766942,155811361
766946,155806799
766949,155805045
766953,155806801
766962,155806805
766977,155811370
766978,155809962
766991,16725726
766992,10200390
767006,11476171
767048,3025986
767063,71307857
767074,155811218
767081,101887239
767123,25033029
767124,176167
767125,135565082
767128,49836020
767160,155816004
767161,155814499
767162,25169382
767163,73265219
767188,193106
767189,25262792
767191,5327655
767193,5327662
767194,5327702
767195,5327685
767196,5327667
767197,5327699
767199,5327672
767200,5327705
767202,5327700
767203,5327682
767206,5327711
767207,5327712
767211,5327691
767213,5327671
767214,5327684
767215,5327690
767217,5327689
767218,5327683
767219,5327714
767220,5327670
767221,5327708
767222,5327719
767224,5327716
767225,5327698
767226,5327934
767227,5327654
767228,18780230
767229,5327933
767230,5327928
767231,5327935
767232,5327932
767236,136461980
767237,5083
767238,5327736
767239,5327941
767240,5327748
767242,2404
767243,5327937
767244,5327657
767246,5327709
767247,5327738
767248,5327749
767249,5327942
767250,136002663
767252,49834792
767253,23645052
767254,86287525
767255,135484603
767256,135422951
767257,136152790
767258,18363902
767259,23645070
767260,135515472
767261,18366119
767262,136152807
767263,9823288
767264,23645076
767265,5288222
767268,5327669
767271,5327737
767272,5327688
767274,5327742
767275,19696390
767276,44274749
767287,657001
767288,127757
767289,44274749
767290,10267663
767291,23645060
767292,9911652
767293,9933545
767299,9953051
767304,11833097
767307,11825589
767309,354929
767317,11689340
767318,11624640
767320,9864447
767327,11602903
767329,9863786
767330,70119441
767331,46880909
767332,127054512
767337,46880302
767339,127054513
767344,12018155
767346,23434573
767347,20626953
767348,11406590
767352,20626915
767361,695484
767364,155814755
767365,9910609
767366,20626900
767367,135495115
767369,135950073
767373,135950080
767374,135950077
767375,135950083
767376,135428197
767378,135487537
767380,135950084
767381,135950085
767384,135950078
767385,135950076
767386,135428190
767387,135950082
767389,135428195
767390,10319097
767391,9979700
767392,136018621
767395,11975206
767398,135950086
767399,10479319
767400,11743030
767401,11608563
767404,136882203
767408,11975075
767409,136018610
767411,52937135
767416,52936613
767420,155808496
767470,46235922
767483,71504623
767490,155808498
767491,3728239
767494,129885811
767496,155806688
767513,155808499
767570,90667669
767598,25062766
767599,52912189
767600,16722836
767601,9918559
767642,155808500
767647,155805360
767650,155814760
767658,122377737
767745,135431074
767746,9825149
767769,155814763
767772,155816282
767776,155809839
767781,155814764
767783,155809840
767784,155813201
767826,155811631
767838,24857311
767874,685709
767897,56673651
767898,24788740
767951,25124816
767952,53340666
767953,135398512
767954,25134692
767972,16766605
767978,76321341
767979,53329390
767980,73334659
767985,46949820
767986,73334561
767991,91973270
768002,9879649
768003,1102524
768012,155805371
768013,155806701
768014,155809848
768015,155811633
768016,155816292
768017,155808510
768018,155813206
768019,155809849
768020,155811634
768021,155813207
768022,155811635
768023,108293658
768025,155809850
768051,155806702
768068,16222096
768069,16222097
768070,25061501
768072,53357478
768073,46220502
768093,71458464
768098,572040
768100,49867926
768102,25171633
768112,10294813
768123,71271629
768124,121237855
768126,72943187
768136,145949210
768137,145962478
768313,2250489
768314,155805166
768400,136929741
768410,136929684
768465,155811429
768473,155805170
768488,155808339
768508,56949517
768509,44195571
768539,56646566
768557,768033
768562,2807476
768565,44439004
768567,135636792
768570,16766629
768571,135656007
768572,135656018
768573,42647803
768574,24109216
768584,135656006
768585,135656010
768586,1238041
768587,631332
768591,91973275
768592,44439006
768593,24780387
768600,76336511
768637,44626421
768649,155811433
771426,101887362
771434,101887360
771442,155805184
771458,129833798
771480,155811440
771483,155806518
771508,155545239
771512,155532196
771516,155525737
771531,56952026
771532,59239165
771536,155805194
771538,155809666
771539,155808355
771540,155809667
771546,1387536
771550,1420003
771556,4900454
771557,4906437
771558,4908054
771559,4575187
771562,155808356
771598,71566401
771644,25110841
771650,24905401
771651,11604142
771652,25182860
771657,127041911
771660,155811451
771717,122190675
771750,46944259
771762,117827351
771787,5088934
771790,91973276
771791,91973277
771795,991115
771796,1042384
771803,5296936
771807,16476434
771820,135656015
771827,42648101
771829,42648104
771835,136081020
772196,126565
772197,44603533
772198,10029385
772205,71697361
772209,90645047
772254,46189839
772255,46189839
772257,44444269
772258,44444274
772259,44444277
772260,44444297
772261,44444279
772262,155808366
772264,44444278
772265,44444282
772266,44444303
772268,44444295
772271,10893040
772274,44444285
772277,10401775
772278,54590064
772279,155812777
772280,12024467
772281,10400204
772282,155809679
772283,155816134
772284,155809680
772285,155809681
772286,54590063
772287,155814613
772288,155805210
772289,137656417
772290,135992026
772291,135992026
772296,3396
772317,155812782
772330,16066845
772344,118706322
772345,118706323
772351,57748689
772438,137643056
772451,7033619
772469,50905713
772488,155809691
772489,155816145
772490,1386900
772491,1388734
772494,2015058
772496,4905445
772533,155806549
772536,151707656
772537,155812789
772538,136695273
772541,9922444
772542,9901007
772543,70687546
772544,155806552
772545,155808372
772548,155811467
772555,11990504
772557,155816149
772561,56929801
772563,16666708
772564,56645961
772595,53495165
772637,46949819
772643,684386
772654,1130343
772664,573353
772665,1259819
772666,4919603
772801,46192177
772810,155812797
772811,155816161
772812,155811484
772813,145982183
772816,155814632
772821,155558046
772823,155805223
772825,155552761
772827,155510358
772828,155541538
772839,155543795
772840,155806560
772842,155562891
772843,155558413
772844,155540164
772847,73213109
772850,73213110
772852,155806561
772868,24737642
772885,46174270
772887,57990770
772991,49854703
772992,57682490
773076,155816171
773094,6918852
773097,71530013
773102,153937438
773148,155806567
773177,155814645
773187,101887310
773189,118495414
773195,155805232
773201,155812811
773204,155809712
773205,155809713
773206,155806570
773228,3355849
773241,155816179
773242,155808400
773260,57519758
773261,22345245
773262,24748204
773263,24853523
773264,10309899
773265,16736529
773277,122187997
773278,122188000
773279,122188008
773280,122188011
773315,4596836
773319,5045370
773381,71565457
773382,71586621
773383,71585443
773385,71239608
773386,155814650
773388,71668077
773389,71239833
773392,85761449
773393,85761448
773394,11338033
773409,126843233
774651,176873
774702,91973331
774714,1239239
774719,715538
774730,1144692
774736,91973365
774769,25141092
774788,73213193
774790,155814656
774816,155811514
774818,155816185
774829,46943432
774830,44236107
774831,25066467
774841,73051390
774842,73051391
774861,127041910
774862,127041912
774912,56932477
774913,56932478
774914,56932525
774918,101882857
774933,137648985
774934,137654777
774952,101882092
774957,155809730
774958,136961555
774959,136961556
774960,136961558
774979,117928347
774980,117928249
774981,117928209
774982,155805256
774989,154584438
774998,121304389
775002,127036222
775003,155808415
775010,121304384
775011,132113966
775014,121304383
775015,121315022
775029,155805259
775293,117826054
775294,117827349
775296,117827342
775306,11998575
775353,60202715
775429,776023
775437,839019
775440,612420
775441,680201
775443,3839343
775444,3643905
775445,1516711
775446,3418824
775460,155805262
775463,155809740
775467,155805264
775507,155811526
775609,155812848
775632,141062
775636,24866313
775637,11256587
775723,155814673
775733,155811536
775739,155808427
775760,155809748
775761,155812857
775763,155816202
775771,136662663
775877,125997259
775878,3886853
775905,155805272
775913,21637526
775951,127036356
775978,91973336
776002,1511769
776008,1117188
776015,664409
776017,9808844
776043,56846693
776053,122219959
776066,58423153
776422,57379345
776445,155806609
776452,155806611
776453,155816208
776455,155805278
776456,155811545
776469,118732453
776480,155811547
776678,132524182
776733,155808432
776744,155816219
776751,134131600
776762,10458325
776763,57390074
776787,56599293
776790,9853559
776800,46703499
776817,155812870
776825,155809762
776877,117827352
776878,117827307
776879,117827519
776928,57547783
776971,155812876
776996,9884685
776999,155805291
777000,155816224
777001,155806625
777002,155816225
777081,16008955
777082,20866560
777084,20866562
777085,1322520
777095,155816227
777096,155806629
777174,92131109
777176,155808439
777178,155806631
777179,155805296
777180,118495350
777183,118500926
777185,155814704
777187,102593084
777193,57379345
777194,6914657
777195,10102093
777196,71530011
777306,155808441
777312,155816231
777323,155812882
777334,139307690
777380,10090750
777389,135873213
777407,59430385
777408,155816235
777422,155809776
777425,51001932
777445,46885626
777448,71271629
777486,1037819
777571,25150857
777572,52913813
777573,196970
777574,71551515
777586,58422926
777638,86660217
777639,46926973
777718,59472121
777877,51033720
777879,58299817
777886,90645049
777944,155805311
777946,155811574
777947,135857202
778252,155811580
778301,155809789
778304,50922675
778305,46843057
778314,1504874
778317,1025279
778318,1230668
778351,155812899
778364,25117126
778366,59757974
778367,24765037
778368,51042438
778406,155809792
778407,155806654
778410,155805321
778436,155808462
778437,155809793
778438,155814732
778439,155812901
778440,155809794
778441,155812902
778442,155809795
778448,6918405
778538,155814735
778540,155816247
778566,91973231
778590,42642654
778665,155811585
778746,3463933
778747,9936746
778770,155809797
778776,110435127
778809,46209401
778810,46912230
778843,137632631
778871,155811593
778909,44631912
779217,71496458
779218,155805693
779306,142727304
779374,11619093
779401,155805336
779404,53358942
779405,57335384
779407,68277611
779704,53232
779705,64715
779706,24848419
779708,9869776
779709,17589822
780019,156414
780020,59174488
780022,155816262
780027,138607196
780035,155816263
780042,9874913
780108,71731823
780163,77461036
780167,155808484
780168,155811604
780175,155805339
780176,121304395
780182,132114229
780183,132113981
780184,132113940
780185,132114389
780186,121304378
780198,155809815
780203,71481097
780204,67501411
780205,448043
780249,54761306
780250,54761305
780290,136264282
780291,136264282
780369,102140478
780381,21679044
780404,24961094
780423,155813728
780450,127047275
780453,155816807
780454,155815035
780455,155817209
780456,155817196
780457,155813585
780458,155812178
780459,155815239
780461,155815230
780462,155809014
780549,127053173
780556,3478672
780569,127053174
780575,2133801
780576,2211741
780580,2269888
780720,155805412
780813,127049337
780815,155813562
780816,155816849
780876,53465543
780879,25262792
780880,45375953
780881,145420560
780882,145420388
780883,145420532
780889,127044083
780891,122179163
780892,122471484
780893,122660202
780895,155807554
780897,122179157
780901,155811869
780927,155810455
780928,155809470
780931,121390856
780932,121390743
780956,127046489
780957,155805682
780958,155804527
780965,11655511
780982,151965559
780985,71041613
781008,24797083
781009,52938482
781010,619416
781016,67377767
781076,129047088
781077,129047076
781078,129047151
781079,129047156
781080,129047163
781084,155810155
781085,152040864
781097,155809436
781102,155808782
781113,155810145
781114,155810499
781136,155806269
781137,102366105
781140,132520978
781141,72194526
781142,72194525
781143,72195175
781144,155810317
781146,155816577
781147,137638801
781148,71721648
781168,142736778
781303,155816402
781335,155808690
781336,155807045
781339,155812229
781343,71727581
781344,49792852
781401,155815323
781402,155816705
781403,155807312
781404,155816463
781405,155816846
781406,127025628
781411,102142403
781433,155806930
781434,155808575
781435,155810581
781436,155816786
781437,155816380
781439,155807170
781440,155811687
781445,155816659
781466,155805980
781468,71600094
781470,25227462
781471,155805658
781480,132961420
781481,132961421
781491,129047078
781492,129047149
781493,127020967
781494,155815130
781515,58573469
781516,59473233
781517,122484905
781519,122660203
781520,155810101
781521,122484906
781522,155813555
781551,118118795
781556,67462786
781590,56651693
781595,155808626
781596,155810362
781599,122372469
781600,127036247
781615,155808916
781616,155814904
781619,155816437
781623,135236903
781627,53469448
781666,155808735
781667,155816857
781668,155808951
781671,155807229
781761,71721540
781769,155813794
781773,155809191
781776,155813830
781861,155805925
781862,155815403
781894,145980221
781929,155810163
781932,155807248
781933,155812036
781954,155807504
781956,155812270
781960,127033390
782006,73427118
782007,11676786
782011,137633112
782013,155514021
782052,155806029
782074,68308034
782118,118362845
782120,70684
782121,68289010
782122,56947516
782125,73332466
782133,117990614
782134,117990539
782135,117990622
782137,117990541
782138,117990570
782139,117990588
782153,462382
782154,26367014
782164,25257557
782180,77108439
782181,3426979
782182,155813493
782183,3242810
782184,155809151
782185,155815332
782186,155805903
782187,155808618
782188,155808773
782189,155816824
782190,155806962
782200,155807271
782203,155815081
782249,155811680
782250,155812002
782285,117990590
782289,117990567
782290,117990574
782291,117990564
782311,155816677
782330,122195890
782342,155813367
782349,155807142
782360,102347581
782361,91972007
782362,46917355
782363,66555680
782369,155814868
782371,14900032
782372,44567519
782378,155806091
782379,145955857
782392,155808704
782393,155815670
782394,155810469
782482,127035548
782483,155815657
782487,122635048
782488,122635049
782489,122635060
782490,122635057
782512,155805665
782513,155814183
782522,155807263
782533,132917070
782535,155808820
782537,155810218
782539,155810275
782548,155805455
782549,25117126
782636,131704417
782638,142743831
782647,155814864
782648,155805738
782649,155806266
782650,155810094
782674,122635059
782680,4128935
782694,155511340
782695,155534966
782696,155517911
782698,155561363
782709,127025502
782736,155806993
782739,155814851
782755,155560363
782757,71736922
782762,25031915
782763,52912222
782769,122471485
782770,122660205
782771,122471483
782772,122660206
782785,117990562
782786,130467348
782788,130467735
782789,130467346
782844,155816475
782845,155809465
782846,155816840
782880,71561915
782881,56598517
782882,86276168
782885,155816355
782886,11400071
782890,145975728
782892,122188472
782893,122188473
782896,121276198
782919,155813727
782920,206035
782942,137640400
782947,155813647
782948,155805771
782949,155812125
782950,155811770
782951,137643606
782954,155806272
782957,155813715
782958,155807094
782960,155814149
782961,155814151
782965,761547
782967,155807231
782968,155815038
783015,53240420
783072,137646560
783073,135163962
783074,137645479
783075,137635982
783076,137640123
783085,17973409
783086,155815427
783090,155813287
783091,137303064
783093,127030254
783094,127033896
783098,10274131
783099,155816732
783100,155808922
783102,25073775
783105,155519495
783107,135565981
783154,155556421
783155,155545598
783178,71754003
783191,134151794
783200,11233399
783206,155813795
783209,142739446
783219,155814863
783223,363059
783224,121492227
783229,155813265
783230,155812288
783233,145964776
783239,118245694
783241,118245696
783249,11952856
783294,78357816
783296,25127713
783297,155811892
783298,155812555
783299,155809234
783300,155812111
783303,127031821
783304,127027230
783333,24858111
783356,155812063
783407,92135973
783415,71577426
783430,137475220
783431,130277574
783432,137459396
783510,155807298
783515,155807108
783516,25058087
783523,24028415
783532,122628499
783538,11787114
783549,155809449
783553,155810995
783554,155816778
783604,59322874
783616,153356041
783617,155812548
783624,110655940
783628,155805482
783630,155813711
783634,155815414
783635,130467644
783636,130467653
783638,130467336
783640,85470596
783641,155806990
783651,155815228
783681,155815344
783685,155810150
783686,155805509
783696,155811814
783699,117859438
783700,124081169
783733,146345838
783765,77014275
783774,137638237
783799,155812150
783800,122188475
783801,122188474
783804,122188469
783805,122188471
783806,122188463
783807,122188465
783833,118732755
783834,141477178
783835,118732759
783840,25775
783854,145973314
783857,155815013
783865,145965905
783893,155810752
783894,1225122
783903,155805420
783904,121416181
783905,121416191
783906,121416198
783908,121427547
783912,137459401
783913,118245700
783914,118245701
783915,118245702
783916,92042827
783919,710751
783921,155808837
784013,23634457
784014,122521777
784015,122521779
784016,122521603
784017,122521724
784021,122521726
784022,122521836
784076,137643822
784085,155810298
784141,155524562
784145,155809093
784146,155807424
784147,155811673
784174,155816408
784186,145951545
784215,155816560
784216,118245698
784222,91801204
784230,155809227
784252,10458325
784260,155807862
784263,155809106
784289,155805461
784310,132509232
784318,24938735
784319,42612744
784320,122181882
784348,152040863
784349,152040860
784350,152040862
784351,152040861
784390,6438504
784400,155808930
784403,121427581
784404,121427631
784405,132232429
784409,121416176
784415,11442891
784527,122521608
784528,122521605
784529,122521602
784530,122521614
784531,122521609
784532,122521610
784533,122521600
784574,129896914
784575,137645708
784576,137659333
784577,137658578
784584,122540908
784590,54576299
784591,77050682
784601,155813439
784602,155811996
