NSC,CID
607301,354767
607320,354777
607347,354778
607568,135455470
607740,5927535
607759,5319706
607993,355054
608003,355058
608068,135455478
608069,135455479
608210,25136944
608329,355146
608776,355373
608832,355392
608858,355403
609077,355459
609259,355507
609356,355531
609394,6711269
609395,6711270
609397,5386397
609694,355642
609695,355643
609699,60699
609700,6711271
609815,355710
609821,355716
609964,5386427
610173,355799
610187,5328552
610188,5375912
610190,130066
610456,54598698
610457,11969671
610458,5459073
610459,11969672
610507,355876
610686,355930
610744,355940
610782,355947
610898,54602220
610930,72685
610938,54602068
610965,355988
610970,355994
611228,356138
611261,356178
611266,6711279
611267,24201960
611372,356218
611377,356223
611388,356235
611701,5386484
611747,54608024
611750,356336
612115,356433
612116,356434
612223,135429924
612789,159969
612828,356542
612941,356564
612955,356571
612975,356573
613001,356578
613002,356579
613004,356581
613009,9831636
613011,445420
613012,5386504
613056,356592
613238,356626
613327,356653
613467,5386517
613493,356667
613575,356692
613662,356733
613690,356739
613729,5351344
613752,5386543
613777,5386558
613799,10450357
614049,135455540
614050,135435456
614314,356825
614383,130724
614491,17856967
614495,6400741
614496,356942
614539,356984
614552,356986
614554,5386591
614566,356997
614633,135455545
614642,5318483
614643,357033
614644,357034
614795,9554742
614826,2391
614887,24201983
614925,6711291
615035,357140
615258,5386627
615291,60794
615296,3559
615376,9569757
615441,357254
615443,357257
615484,5459105
615534,5386678
615542,6392756
615552,357318
615578,357328
615580,357329
615590,24201990
615592,24201992
615604,357337
615606,5386680
615791,357356
615794,357360
615796,357362
615797,357363
615798,357364
615799,357365
615801,357368
615802,357369
615803,355134
615804,355949
615806,357259
615985,1385
616232,4208
616241,44324259
616271,357446
616273,357449
616348,74990
616355,357470
616356,357471
616357,357472
616358,357473
616359,357474
616362,147711
616511,357482
616950,135455576
616960,5459107
617007,357543
617011,357547
617012,357548
617043,24202004
617047,357562
617076,355990
617128,357605
617129,357606
617130,357607
617131,357608
617140,357616
617145,357621
617156,357632
617157,357633
617158,357634
617189,11969729
617208,357691
617260,357740
617263,357742
617277,357756
617288,357765
617309,5386713
617318,357791
617330,357802
617347,6711308
617369,357836
617372,357839
617381,357849
617394,357861
617399,5924474
617412,357878
617418,357884
617422,6711310
617425,357890
617553,357904
617564,24202006
617568,24202007
617573,5779747
617574,9569769
617575,9569770
617576,9569771
617577,9569772
617578,9569773
617579,9569774
617580,9569775
617581,135455583
617582,9569776
617583,9569777
617584,9569778
617585,9569779
617586,9569780
617587,9569781
617588,9569782
617591,357925
617593,6099
617594,357928
617595,357929
617600,357932
617602,357934
617603,5386766
617609,357940
617623,5351349
617634,357959
617636,357961
617639,357964
617640,5386778
617644,6711318
617668,357989
617669,357990
617768,5386793
617806,125829
617822,5386794
617823,5386796
617824,358056
617826,5386798
617844,135435952
617846,358067
617930,358074
617931,358076
617932,358078
617936,358086
617937,358088
617950,358111
617951,358113
617952,358115
617953,358117
617956,183394
617957,183397
617958,358122
617959,358123
617960,358124
617961,358126
617963,358128
617964,358130
617965,358132
617966,358134
617967,358135
617969,358138
617971,358141
617976,358150
617977,358152
617979,358156
617985,358168
617987,358172
617988,358174
617989,358176
618048,3003993
618049,3003994
618059,5386805
618069,358192
618070,358193
618077,5459108
618093,358202
618100,358209
618115,5386811
618116,5386812
618120,5386813
618121,3001008
618123,5386814
618144,24202012
618145,358228
618201,358258
618207,358264
618228,358286
618229,5386823
618230,358288
618231,358289
618234,358292
618235,358293
618236,358294
618237,358295
618238,358296
618239,358297
618240,358298
618262,5386824
618267,358305
618270,135422750
618272,358311
618296,358331
618298,358333
618305,358340
618308,358343
618313,358348
618314,358349
618315,123220
618317,358350
618319,358352
618332,83259
618403,5386833
618447,9555771
618487,6711321
618489,135455594
618495,358487
618500,358492
618541,358533
618571,128014
618605,9948812
618619,5386905
618621,5386906
618622,358615
618630,358622
618631,358623
618635,358627
618636,358628
618641,358630
618642,358632
618645,358635
618646,358636
618647,358637
618659,24202023
618757,5386914
618758,5386916
618759,5386918
618760,5386920
618763,5386925
618765,5386929
618766,5386931
618768,5386935
618770,5386939
618857,5386952
618861,358792
618862,358793
618871,6711325
618927,358832
618928,150893
618932,5386961
618933,5386962
618935,136417
618939,11969742
619003,5351347
619007,358880
619012,358883
619013,358884
619029,358898
619042,358899
619102,358940
619103,3108
619147,358960
619156,4989771
619161,3259678
619164,5386990
619166,5386991
619171,358975
619173,6711328
619178,24202028
619192,358985
619195,358988
619214,359002
619216,359004
619217,54676212
619222,359010
619223,359011
619230,496212
619232,368336
619378,54608722
619390,5386998
619531,359064
619533,359066
619674,359098
619675,359099
619677,359101
619688,359106
619692,359112
619830,3765805
619837,359157
619859,359177
619860,359178
619874,359192
619875,359193
619876,359194
619904,5387024
619905,5387025
619906,5387026
619913,359203
619937,5387033
619939,359230
619946,359237
619961,359247
619972,359256
619981,5387049
619990,5387054
620050,84191
620055,359305
620056,359306
620077,359314
620107,359323
620109,140895
620124,359338
620129,121458
620277,359414
620278,359415
620312,5387096
620315,359450
620317,359452
620319,3406978
620322,359457
620323,5387097
620324,5387098
620325,359460
620326,5932316
620327,359462
620330,359465
620333,359468
620358,359473
620462,359483
620465,135455640
620480,359499
620487,359506
620514,359531
620515,359532
620517,359534
620520,359537
620569,359577
620573,359581
620580,359586
620581,359587
620595,5459112
620616,54676215
620621,54708176
620635,359612
620674,359615
620676,359617
620678,359619
620687,359628
620691,359632
620753,3877
621095,359681
621097,5387141
621179,359733
621184,359738
621191,3556767
621196,359752
621197,359754
621198,359756
621199,359758
621343,359774
621351,359787
621352,359788
621353,359789
621360,359799
621364,5387156
621365,5387157
621376,359816
621393,359826
621456,359846
621457,359847
621476,5387180
621486,5351352
621495,135406287
621496,135483915
621631,359919
621686,76412286
621719,135416920
621720,135498142
621724,135484683
621727,135496475
621755,360019
621845,27211
621847,360049
621854,360056
621855,360057
621864,360066
621866,360068
621867,360069
621868,360070
621871,54676222
621887,54602249
621888,360084
621889,360085
621967,360113
621968,360114
622004,135503400
622070,5387228
622071,5387229
622072,5387230
622073,5387231
622074,6330788
622075,6330789
622076,6330790
622081,6330791
622084,9569840
622093,360160
622096,54676224
622154,360183
622155,360184
622170,360197
622190,3711067
622243,135503402
622281,360259
622282,360260
622293,60242
622294,360269
622297,360272
622299,360274
622300,360275
622304,360280
622316,5387272
622327,360292
622341,360306
622343,360308
622344,3003998
622348,5387274
622369,360322
622373,360325
622378,5387288
622379,54607984
622380,15592486
622381,54608833
622384,93228
622391,5464901
622398,73292
622400,360350
622426,360365
622427,360366
622429,360368
622453,360388
622456,360391
622458,360393
622459,360394
622460,360395
622462,360397
622463,360398
622480,135510059
622482,5387300
622488,360414
622492,360417
622503,13860657
622505,14114373
622570,5387303
622575,6375381
622577,9569854
622578,9569855
622579,9569856
622580,24202068
622582,9569857
622586,9569860
622588,9569862
622589,9569863
622590,24202069
622592,9569864
622595,9569867
622596,3004012
622597,360463
622598,9569868
622599,360466
622600,9569869
622604,360472
622606,9569870
622607,24202072
622608,360474
622611,135510060
622613,360479
622616,5351353
622624,9569873
622626,360492
622627,360493
622645,24202075
622646,135439980
622647,360510
622648,24202077
622652,360516
622657,3004018
622666,360531
622672,360539
622673,9569880
622674,5934800
622676,9569882
622677,21144948
622680,9569883
622687,5907910
622688,360558
622689,360560
622690,24202079
622691,5836849
622693,3004022
622696,5455
622698,9569886
622700,360569
622701,9569887
622726,5387358
622727,5387359
622732,360580
622759,360584
622761,135463879
622769,360594
622774,135474991
622776,360601
622809,360605
622811,5387370
622918,3809354
622919,4435439
622920,360615
622921,360616
622924,360619
622926,360621
622930,6288461
622931,360626
622932,360627
622934,5387373
622936,135503407
622937,135478196
622938,360632
622939,360633
622946,3663
622958,360651
622983,360665
622984,360666
622985,360667
622990,360672
623017,360682
623038,360702
623078,360739
623081,360742
623082,360743
623084,360745
623087,135416967
623089,360750
623092,3000332
623093,3001564
623094,3000333
623122,360773
623128,6711360
623132,360777
623137,51254
623138,52859
623158,9569898
623164,360783
623166,360785
623172,5387393
623173,5387394
623175,5387396
623176,5387397
623178,5387399
623180,5387401
623229,9569900
623234,5387416
623310,360836
623452,360852
623519,360858
623520,360859
623521,360860
623527,360861
623560,360877
623586,360880
623596,360889
623599,360891
623600,135503408
623606,135427573
623619,54607989
623626,9569902
623633,360918
623636,360922
623637,360923
623639,360925
623660,360946
623712,360981
623723,360991
623725,360993
623731,5479883
623753,55294
623757,361023
623758,361024
623761,361027
623765,9555785
623768,5479887
623772,361038
623773,361039
623785,361042
623794,361051
623870,361066
623872,361068
623873,6105822
623878,5386881
623879,361074
623881,361076
623885,361080
623897,361092
623919,361110
623925,361115
623950,361120
623951,361122
623953,361124
623954,361126
623955,361128
623958,361132
623959,189011
623968,5387479
623970,361138
623978,361146
623981,361149
623984,361152
623988,361156
623989,361157
623990,361158
623993,361162
624053,361181
624114,361185
624153,361191
624157,361194
624158,5387485
624162,361198
624165,54608663
624166,361203
624167,5387488
624170,5387490
624171,5387490
624172,361211
624187,361230
624190,54608788
624191,54608734
624192,54608711
624195,54607990
624199,54607992
624201,54607993
624202,54608924
624203,54608924
624205,54608649
624206,361263
624213,361271
624221,361278
624227,361284
624229,361287
624233,361291
624285,361311
624350,6711370
624351,361325
624352,361326
624358,361332
624379,361353
624384,361358
624392,361366
624401,361375
624404,54608904
624406,361382
624409,361385
624411,361387
624412,361388
624414,5387512
624417,135429947
624418,5387516
624419,5387517
624420,11979426
624426,5387523
624431,135429949
624432,135429950
624433,135510071
624439,5387535
624474,361452
624482,54601989
624488,197261
624508,5387555
624512,5387558
624523,361486
624544,361500
624545,361501
624546,361502
624547,361503
624548,128803
624575,361504
624589,5459116
624625,26905
624656,361531
624661,361533
624664,5387564
624721,361541
624722,361542
624723,361544
624725,5464925
624738,6791533
624760,361579
624761,361580
624769,361588
624771,361590
624773,361592
624796,361611
624800,361615
624806,6711382
624808,361623
624843,361626
624849,361632
624851,361635
624872,5030
624873,361655
624875,361657
624876,361658
624880,361662
624883,361665
624907,361688
624943,361700
624944,135416664
624946,5387583
624947,5351359
624948,361707
624954,361713
624971,361729
624975,361733
624978,5387594
624982,361740
625008,5387595
625012,361746
625018,361752
625019,361753
625020,3004059
625021,361755
625024,361758
625037,361771
625038,361772
625045,361778
625049,361782
625065,361793
625110,5387599
625111,361797
625129,5387604
625130,5387606
625133,361816
625134,361817
625145,361827
625146,361829
625150,361834
625154,5387611
625155,5387612
625156,5387613
625171,5144559
625174,361853
625178,361857
625180,361859
625192,361870
625193,5387614
625195,361873
625216,5464928
625220,9569913
625223,9569914
625224,5464931
625255,54569
625257,124631
625300,5916696
625301,6105823
625314,361902
625315,361903
625317,361905
625318,361906
625324,5459124
625326,135429956
625328,5320318
625349,361914
625350,361915
625351,361916
625352,361917
625353,361918
625354,54676230
625355,361920
625409,361928
625413,361932
625418,9569915
625425,361941
625431,361946
625447,112041
625456,361972
625457,361974
625458,361976
625459,54607997
625473,361994
625474,361995
625475,361996
625476,361997
625482,362003
625513,362009
625515,362011
625516,5459125
625517,6711390
625519,54679364
625537,362038
625538,24202085
625540,24202086
625542,24202087
625544,24202088
625545,5459126
625546,362039
625547,362040
625558,362049
625563,5387654
625564,5777548
625565,11969810
625566,362054
625567,362055
625568,362056
625582,5387657
625584,362062
625587,362065
625592,362069
625603,362080
625612,362089
625618,362090
625624,362095
625625,362096
625626,362097
625635,24202090
625637,362108
625639,6871299
625642,362113
625709,362133
625731,362143
625732,362144
625733,9569917
625734,135510073
625735,9569921
625736,9569923
625737,135510075
625738,135510077
625741,135510083
625742,135510085
625746,362168
625748,362170
625774,362185
625781,362190
625783,362192
625801,362202
625812,717047
625814,362212
625817,9569937
625818,362215
625823,3004072
625828,5387697
625839,362235
625840,362236
625855,362251
625861,135508855
625863,54608793
625864,54600780
625866,54608919
625873,362262
625875,5387707
625876,5387708
625878,362267
625882,362271
625883,362272
625894,9569938
625902,5482449
625985,362326
625990,362331
625991,5387718
626016,362343
626029,362344
626030,362345
626097,362352
626099,362354
626103,362358
626105,74787
626106,362360
626107,362361
626108,362362
626109,362363
626112,362366
626114,362369
626121,362377
626146,362379
626151,3004086
626155,362385
626156,362386
626158,135413546
626159,362388
626161,362391
626162,362393
626163,362394
626164,362396
626166,362400
626167,362402
626168,6711419
626171,6711422
626172,6711423
626176,362411
626303,362418
626306,5459129
626307,5459130
626314,362422
626316,362424
626317,6711426
626364,362428
626369,101109
626370,101108
626380,362431
626381,362432
626387,362438
626388,362439
626390,362441
626391,362442
626392,362443
626396,362449
626402,5704789
626405,362458
626410,6711428
626411,362462
626412,362463
626414,362465
626421,135429957
626424,5387738
626433,362479
626482,148043
626516,362493
626519,362496
626522,135439371
626527,5903258
626539,362515
626540,362517
626541,362519
626552,362525
626554,122105
626577,5459132
626608,5458646
626621,362547
626622,362548
626628,135429959
626629,5387745
626645,362562
626661,5387746
626669,24202093
626670,6381338
626673,362584
626674,362585
626676,362587
626677,362588
626715,54586
626734,362604
626735,362605
626736,362606
626737,362607
626740,362610
626741,362611
626742,362612
626744,362614
626757,362616
626758,362617
626759,362618
626760,362619
626764,362623
626767,362626
626773,5459140
626775,362629
626778,5387751
626807,135429960
626826,362640
626850,362641
626858,362646
626867,362651
626868,362653
626874,5387758
626875,5387760
626876,362663
626877,362665
626878,5387762
626879,5387764
626880,5387766
626881,5387768
626883,5909308
626887,6516123
626915,362684
626923,135436546
626952,5387772
627012,362753
627013,362754
627019,362759
627025,362763
627050,362769
627053,362772
627124,362810
627151,362814
627168,339455
627170,11969835
627172,11969836
627198,362828
627206,362835
627213,362841
627221,6373206
627257,362853
627268,3004090
627321,362876
627349,362877
627359,3004095
627371,362897
627375,10766607
627387,362912
627392,362917
627393,362918
627404,362928
627405,135408204
627410,362934
627450,362959
627452,362961
627454,362963
627455,362964
627459,362968
627505,362973
627506,362974
627508,362976
627511,362980
627512,294348
627515,362986
627546,363007
627547,363008
627549,5387801
627550,363011
627552,363013
627553,6711453
627554,6711454
627555,363016
627563,363019
627564,363020
627569,363025
627581,363037
627583,363039
627591,5387806
627593,3004103
627605,363056
627618,363066
627624,363072
627638,363077
627650,363085
627651,5387813
627652,363087
627654,363088
627664,363094
627666,363096
627669,6711456
627677,363107
627683,5464955
627684,363116
627687,363119
627695,363126
627696,363129
627697,363131
627727,2276
627728,363144
627730,363146
627731,363147
627732,363148
627733,363149
627736,363151
627740,363154
627744,24202100
627745,24202101
627747,24202103
627748,24202104
627749,24202105
627757,363156
627759,363158
627760,363159
627767,363166
627769,363168
627771,363170
627777,363173
627778,363174
627781,363177
627787,24202106
627858,363185
627868,363194
627872,5387833
627887,24202112
627890,363212
627891,363213
627894,494613
627895,494614
627897,494616
627972,363226
627973,363227
627974,363228
627975,363229
627976,363230
627977,363231
627979,363233
627980,363234
627981,363235
627983,363237
627984,363238
627985,363239
627986,363240
627987,363241
627988,363242
627990,363244
627991,363245
627992,363246
627993,363247
627994,363248
628000,363252
628009,5930141
628013,198915
628018,363267
628081,363286
628082,438243
628083,363287
628114,363294
628115,363295
628121,363302
628122,363303
628123,363304
628139,363319
628141,363320
628185,363328
628199,363343
628235,363352
628241,363358
628279,363388
628297,5935211
628298,363395
628301,363398
628312,363408
628336,363425
628343,3004106
628417,363498
628441,5387855
628442,363510
628445,363513
628497,363534
628498,363536
628503,148124
628507,363542
628516,363552
628525,363561
628527,363563
628529,438245
628540,363568
628559,16683124
628560,16683125
628561,16683126
628562,16683127
628563,16683128
628564,16683129
628586,363590
628587,16683146
628590,9569947
628591,16683148
628592,9569948
628593,16683149
628594,9569949
628628,363615
628648,363619
628649,363620
628650,5914033
628659,363630
628662,363633
628663,363634
628664,363635
628665,363636
628666,363637
628667,363638
628668,363639
628669,363640
628670,363641
628671,363642
628672,363643
628673,363644
628674,363645
628675,363646
628676,363647
628677,363649
628678,363650
628679,363651
628680,363652
628681,363653
628694,135429970
628755,363683
628756,363684
628803,11969855
628811,363696
628865,363705
628866,6711494
628876,363716
628878,363718
628906,135510092
628907,6711495
628908,6711496
628909,6711497
628910,22609881
628911,135510093
628915,135503433
628916,135503434
628917,135426847
628918,135488943
628919,135510094
628930,265898
628931,363740
628935,363744
628939,363747
628945,363753
628946,363754
628949,363757
628995,363782
628999,11424
629006,363792
629011,363797
629012,363798
629016,363802
629035,363820
629039,363823
629041,363825
629105,363839
629107,363841
629109,363844
629121,363856
629122,363857
629124,5387875
629155,363866
629156,43029
629221,9569952
629222,9569953
629224,9569955
629225,9569956
629227,9569958
629228,9569959
629229,9569960
629266,363887
629286,3004113
629290,363902
629292,363904
629293,363905
629295,363907
629298,3004115
629300,363911
629301,363912
629306,363917
629412,6393655
629413,363925
629451,54608115
629487,6399307
629501,363964
629595,363975
629619,363997
629620,363998
629621,363999
629622,364000
629625,6367748
629626,5935456
629676,364050
629701,438262
629711,364072
629713,364074
629730,364089
629733,364092
629734,364093
629735,364094
629736,364095
629737,364096
629738,364097
629739,364098
629740,364099
629742,364101
629745,364104
629749,3885
629754,364109
629784,364115
629789,364120
629798,364128
629821,364149
629824,364152
629829,364157
629830,364158
629831,364159
629867,364167
629868,364168
629870,5936679
629872,9555797
629874,364174
629910,9569968
629912,9569969
629918,9569974
629920,9569976
629924,6516297
629928,6328765
629971,131182
629972,364210
629973,364211
629974,364212
630004,5387959
630032,135426845
630075,364224
630110,364236
630176,5352062
630197,54608767
630250,16683553
630251,16683554
630252,16683555
630253,16683556
630257,364258
630259,364260
630299,5465001
630300,364282
630307,364289
630310,9569985
630311,364293
630324,5465004
630328,364310
630337,364321
630341,9569990
630342,364327
630352,364337
630353,364338
630357,9555801
630365,9555802
630373,9569991
630375,364364
630425,364366
630450,181328
630452,364392
630507,6711523
630511,5387996
630599,5387998
630600,5387999
630601,5388000
630602,5388001
630603,5388002
630604,5388003
630605,5388004
630606,5388005
630607,5388006
630608,5388007
630609,5388008
630615,24202127
630670,135439983
630678,149070
630679,149075
630680,149080
630684,9555808
630686,364426
630688,364428
630695,364434
630696,364435
630697,364436
630698,364437
630699,364438
630700,364439
630701,364440
630702,364441
630703,364442
630704,364443
630705,364444
630712,364451
630717,364456
630724,364463
630732,5388009
630809,364477
630810,364478
630823,364483
630825,364486
630832,364487
630837,6711550
630876,364494
630882,5388013
630885,5388016
630886,135451145
630887,5388017
630901,9569995
630912,364526
630922,364531
630956,364534
630959,135435104
630962,9570004
630964,9570008
630973,364553
630975,364555
630976,364556
630978,364558
630982,364562
630985,364565
630995,54608730
631059,54608735
631061,364574
631063,364576
631067,364580
631070,364583
631075,54611312
631076,364586
631086,364596
631129,364601
631130,364602
631132,364604
631133,364605
631136,364608
631137,364609
631139,364611
631152,364620
631157,364623
631159,364625
631160,364626
631197,364652
631199,364656
631229,2766402
631299,364669
631340,364688
631349,364697
631356,364702
631357,5388060
631359,364705
631360,5388061
631365,5388065
631366,364708
631367,364709
631369,364711
631371,364713
631372,364714
631374,364716
631376,364718
631377,364719
631379,364721
631381,364723
631382,364724
631384,364726
631391,364733
631392,364734
631393,364735
631441,24202165
631448,6711565
631450,11963585
631459,24202176
631467,364751
631477,54608061
631481,24202183
631520,9555810
631521,364762
631522,364763
631525,364766
631526,364767
631528,364769
631529,364770
631531,364772
631534,364775
631541,364782
631542,364783
631550,364791
631565,364807
631570,11969872
631571,364812
631578,364818
631579,364819
631580,364820
631581,364821
631582,364822
631583,364824
631672,5465042
631689,6150012
631691,5388090
631692,5388091
631700,364885
631844,364958
631851,3004145
631880,5388097
631893,364991
631896,24202186
631911,365002
631939,11969875
631940,11969876
631941,9893161
631942,11969877
631965,5375154
631973,365038
632000,365042
632001,365043
632002,365044
632010,6374157
632011,365053
632012,9570015
632023,9570017
632038,5479928
632108,6711596
632129,5388136
632131,365103
632134,9570019
632184,365121
632243,135480970
632244,365143
632294,365157
632479,365186
632536,365208
632543,6516422
632545,365220
632566,24202194
632567,365225
632573,11979319
632580,365233
632590,54608657
632598,365235
632599,54608066
632600,54611322
632601,365238
632602,155624
632603,23012
632604,365239
632606,365241
632608,54600828
632620,365242
632621,365244
632623,365248
632624,365250
632729,24202206
632730,24202207
632734,24202209
632737,24202211
632804,365257
632814,6711619
632816,6711620
632824,5928828
632825,5911014
632831,5716584
632835,365278
632838,44567341
632839,5351362
632840,12721859
632841,5351364
632843,365292
632848,365297
632850,365299
632855,10383530
632876,6711626
632877,6711627
632880,6711630
632882,6711631
632907,135510108
632913,365322
632923,365332
632932,5388164
632933,5388165
632938,54723281
632953,365367
632955,365369
632959,365373
632996,365383
632999,365386
633000,365387
633001,365388
633003,365390
633016,365396
633017,365397
633021,365401
633032,365412
633033,365413
633041,365421
633061,365436
633065,365440
633067,365442
633091,5388183
633093,5388185
633094,54602151
633100,15075881
633104,6380585
633105,6380586
633106,6516467
633109,15075885
633112,6306698
633113,365480
633116,365483
633118,365485
633190,9555816
633194,365514
633203,365515
633207,365519
633209,365521
633234,54608723
633242,365542
633248,16129764
633251,16129766
633253,365547
633258,365552
633266,6399315
633267,6399316
633320,365559
633321,365560
633362,365567
633364,365569
633369,365574
633370,365575
633392,5388193
633395,365594
633397,365596
633398,365597
633402,365601
633404,365603
633408,365607
633483,5388203
633484,5388204
633495,16683162
633497,16683164
633498,16683165
633500,16683569
633501,16683167
633502,16683168
633505,16683171
633508,16683570
633509,16683174
633510,16683175
633511,16683176
633512,16683177
633514,16683179
633515,16683180
633516,16683181
633527,365674
633530,365677
633531,365678
633543,365690
633544,365691
633551,365697
633552,365698
633555,365701
633559,54608807
633605,6380572
633656,365716
633657,365717
633659,365719
633663,365722
633670,365729
633685,365734
633713,360682
633781,53232
633782,54454
633784,365755
633785,5388212
633787,365758
633788,183727
633907,365832
633909,365834
633911,365836
633912,365837
633915,365840
633918,365844
633919,365845
633923,9570027
633925,5388226
633942,5388227
633956,365879
633959,830841
633963,365885
633964,365887
633975,365894
634035,365913
634036,365914
634037,365915
634040,365918
634047,54608093
634174,366001
634182,366009
634184,366011
634186,366013
634220,135465810
634224,366050
634285,5388266
634353,366094
634373,16683571
634374,16685274
634375,16684872
634396,366109
634398,366111
634399,366112
634405,366118
634412,135452644
634414,366127
634415,366128
634416,135466829
634458,366134
634471,366144
634472,366145
634479,683298
634481,6065255
634492,366165
634494,3004169
634502,366175
634503,366176
634515,366188
634568,366232
634570,366234
634605,366257
634607,366259
634608,366260
634609,366261
634610,366262
634621,5911335
634622,5930607
634641,366290
634643,366292
634644,5388295
634647,5388297
634660,366310
634663,135476760
634667,5388306
634698,366335
634699,366337
634724,72403
634739,366363
634740,366364
634742,366366
634763,366394
634764,366395
634766,366397
634770,366401
634773,366404
634779,366410
634781,5897934
634783,9554720
634784,45281159
634785,45281160
634786,45281161
634791,54602033
634792,54608638
634793,54601651
634794,54608810
634800,6374645
634802,5459162
634867,366460
634926,366466
634929,366470
634931,366472
635076,366499
635116,135483932
635119,5479899
635120,366511
635123,366514
635124,3004177
635127,366518
635130,366521
635134,5388348
635136,366527
635140,3004178
635141,366532
635296,366621
635297,366622
635306,366631
635320,366645
635321,366646
635327,366652
635339,9570041
635340,366665
635370,182762
635371,366672
635393,366676
635397,9570044
635405,366688
635414,5465100
635415,5930707
635416,366699
635418,135483407
635424,6165207
635425,366708
635430,366714
635434,366718
635438,366721
635443,366726
635445,5465101
635453,366731
635461,366739
635519,366746
635524,366751
635525,366752
635526,366753
635541,6285462
635544,6399319
635545,366772
635550,5388395
635552,5479929
635554,5479785
635560,366787
635562,366789
635563,4359419
635566,366793
635570,366798
635573,366801
635583,366811
635591,366819
635691,11606751
635818,366842
635823,366846
635824,366847
635830,113926
635831,366852
635832,366853
635834,366855
635842,366863
635893,438410
635899,11979327
635900,5388409
635904,54687012
635905,366868
635906,366869
635921,366877
635922,366879
635930,366887
635956,5388421
635957,5388422
635958,5388423
635963,5388428
635971,366911
635973,16683866
635979,16683868
636084,5351370
636085,366921
636087,366923
636089,366925
636092,366928
636094,54679379
636095,366931
636097,366933
636112,3004210
636114,3004211
636120,5388439
636138,366976
636326,11004
636327,366999
636336,367009
636338,5388444
636344,367017
636365,135503466
636373,5388448
636374,367046
636378,5388449
636379,367051
636503,367116
636506,5388493
636510,5388495
636511,367124
636514,367127
636517,367130
636519,367132
636520,367133
636672,367177
636673,367178
636675,5388498
636676,5388500
636679,24202292
636682,5911015
636788,5904790
636790,54608624
636791,5879764
636792,6139722
636794,3004217
636803,16683182
636811,638277
636859,5459164
636861,367302
636869,367305
636878,367310
636918,5383464
636934,5367161
636948,5377203
636961,5388571
636979,6711682
636984,3004220
636986,5805594
636992,367355
636993,367356
636997,6186725
636998,6080447
637000,367361
637003,367364
637006,736215
637008,367369
637009,367370
637037,4578
637083,9571275
637124,367397
637125,367399
637126,367401
637127,367403
637128,367405
637129,367407
637130,367409
637131,367411
637132,367413
637140,367421
637153,367432
637186,5465110
637198,16683869
637200,367468
637202,367470
637219,11979329
637309,5388617
637387,367561
637399,367566
637404,367570
637410,367577
637411,367578
637414,367581
637415,367582
637422,367590
637436,367604
637438,135483944
637441,135483945
637443,135510129
637447,367615
637458,5459168
637459,367617
637460,367618
637461,367619
637462,367620
637467,367621
637469,5459169
637505,367630
637516,135503473
637528,135399363
637535,135430117
637578,463108
637603,366111
637614,367683
637621,367690
637627,367696
637628,367697
637629,6277410
637631,367700
637632,367701
637633,367702
637651,367719
637652,367720
637659,72812
637675,367736
637676,3837233
637681,367742
637691,367752
637692,135483950
637693,367754
637702,367763
637703,367764
637706,367767
637713,367774
637715,367776
637719,367780
637726,367785
637728,367786
637729,367787
637731,367789
637732,367790
637801,367795
637818,367799
637827,179617
637828,179616
637829,367803
637911,367836
637919,5884855
637920,367845
637921,367846
637991,367847
637992,367848
637993,367849
637994,367851
638027,367860
638033,367867
638034,367868
638035,367869
638036,367870
638037,367871
638038,367872
638042,367876
638050,9570063
638066,367888
638067,367890
638068,367891
638069,367892
638075,5388677
638077,5328768
638080,5388680
638083,667601
638128,367929
638156,223918
638199,367981
638200,3769282
638201,367983
638202,367984
638220,9555827
638224,5930432
638241,368012
638260,5388713
638263,5359485
638265,24202301
638267,24202303
638272,368019
638303,24202310
638309,24202311
638315,24202317
638383,368058
638385,24202319
638388,368064
638390,5388740
638391,368066
638403,5388748
638404,5388749
638407,5388752
638408,5388753
638409,5388754
638410,5388755
638411,5388756
638432,368090
638433,368092
638434,368094
638435,368096
638436,368098
638438,368102
638441,368107
638462,5388757
638478,368135
638479,368136
638480,368137
638483,368140
638484,368141
638485,5388767
638486,5388768
638487,5388769
638488,5388770
638491,5388773
638492,5388774
638493,5388775
638494,5388776
638497,5388778
638498,368149
638499,5388779
638534,3000930
638623,5388794
638624,5388795
638632,5388799
638634,5842258
638635,5388801
638636,35720
638643,5388806
638644,5388807
638645,5388808
638646,5388810
638718,368263
638725,368269
638728,24202320
638737,24202322
638738,368274
638748,368279
638752,368283
638788,10018975
638842,368297
638844,24202327
638850,72271
638855,368307
638856,368308
639015,368316
639016,368318
639094,24202332
639174,3246719
639176,11969927
639186,135400182
639187,368342
639205,368343
639207,368346
639219,368360
639364,10472068
639365,368387
639366,5388837
639390,368399
639391,368400
639424,368422
639443,368427
639498,21141929
639499,54608095
639500,54598738
639501,54608096
639503,21141930
639504,6516817
639505,54612513
639506,368456
639507,368458
639508,368460
639509,21141933
639510,6516820
639511,21141935
639512,50988775
639513,21141937
639514,50988761
639515,21141939
639516,21141940
639517,50988453
639518,6516825
639519,50988456
639520,6516827
639521,6516829
639527,6516839
639531,6516845
639533,6516849
639534,6516851
639536,6516853
639537,6516854
639539,5915890
639540,6516858
639541,5930524
639542,6091065
639543,5927311
639598,368529
639616,54598739
639617,368538
639621,6516861
639624,10027011
639645,368566
639655,157437
639659,438492
639661,368568
639662,160142
639683,368587
639694,54608929
639714,368605
639723,368615
