"Oxaliplatin"	"O=C1C(=O)[O-][Pt+2]2(N[C@@H]3CCCC[C@H]3N2)[O-]1"
"huratoxin"	"CCCCCCCCC\C=C\C=C\[C@]12O[C@@H]3[C@@H]4[C@@H]5O[C@]5(CO)[C@@H](O)[C@@]6(O)[C@@H](C=C(C)C6=O)C4(O1)C(C)C[C@@]3(O2)C(=C)C"
"psorspermin"	"COc1cc2OCC(c2c3Oc4c(O)cccc4C(=O)c13)C5(C)CO5"
"Trichodermin"	"CC(=O)O[C@H]1C[C@@H]2OC3C=C(C)CCC3(C)[C@@]1(C)[C@@]24CO4"
"Pyrromycin"	"CC[C@@]1(O)C[C@H](OC2CC(C(O)C(C)O2)N(C)C)c3c(O)c4C(=O)c5c(O)ccc(O)c5C(=O)c4cc3[C@H]1C(=O)OC"
"2,3-Dichloro-5,6,7,8-tetrahydronaphthalene-1,4-diol"	"Oc1c(Cl)c(Cl)c(O)c2CCCCc12"
"Nanaomycin"	"C[C@@H]1O[C@@H](CC(=O)O)CC2=C1C(=O)c3c(O)cccc3C2=O"
"Deoxydoxorubicin"	"COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](OC5CC(N)CC(C)O5)c4c(O)c3C(=O)c12)C(=O)CO"
"(2Z)-2-[[3-(Trifluoromethyl)phenyl]methylidene]-4H-1,4-benzothiazin-3-one"	"FC(F)(F)c1cccc(\C=C\2/Sc3ccccc3NC2=O)c1"
"Cedronine"	"CC1=CC(=O)C(O)C2(C)C1CC(O)C34COC5(C)C(OC(=O)C35)C(O)C24"
"undulatone"	"C\C=C(/C)\C(=O)OC1C2OC(=O)C(OC(=O)C)C3C(C)C(O)C4(O)OCC23C4C5(C)C(O)C(=O)C=C(C)C15"
"(2Z)-2-[[4-(Trifluoromethyl)phenyl]methylidene]-4H-1,4-benzothiazin-3-one"	"FC(F)(F)c1ccc(\C=C\2/Sc3ccccc3NC2=O)cc1"
""	"CC(=CCNc1ncnc2c1ncn2C3OC(COP(=O)(O)O)C(O)C3O)C"
"N,N-Dibenzyldaunorubicin"	"COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](OC5CC(C(O)C(C)O5)N(Cc6ccccc6)Cc7ccccc7)c4c(O)c3C(=O)c12)C(=O)C"
"4-Amino-1-[6-(hydroxymethyl)-2,2-diphenyl-3a,4,6,6a-tetrahydrofuro[3,4-d][1,3,2]dioxastannol-4-yl]pyrimidin-2-one"	"NC1=NC(=O)N(C=C1)C2OC(CO)C3O[Sn](OC23)(c4ccccc4)c5ccccc5"
"2,5-Dimethoxy-N,N-dimethyl-4-[(Z)-2-(quinolin-4-yl)ethenyl]aniline"	"COc1cc(N(C)C)c(OC)cc1\C=C/c2ccnc3ccccc23"
"Dromilac"	"CC[n+]1c(c2ccccc2)c3cc(N)ccc3c4ccc(N)cc14"
"DALBERGIONE"	"COC1=CC(=O)C(=CC1=O)C(C=C)c2ccccc2"
"variamycin"	"CO[C@@H]([C@@H]1Cc2cc3cc(OC4CC(OC5CC(O)C(O)C(C)O5)C(O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1OC6CC(OC7CC(OC8CC(O)C(OC)C(C)O8)C(O)C(C)O7)C(O)C(C)O6)C(=O)[C@@H](O)[C@@H](C)O"
"MENOGARIL"	"CO[C@H]1C[C@](C)(O)Cc2cc3C(=O)c4c5O[C@@H]6O[C@@](C)([C@H](O)[C@H]([C@@H]6O)N(C)C)c5cc(O)c4C(=O)c3c(O)c12"
"Nogarene"	"CN(C)C1C(O)C2Oc3c4C(=O)c5cc6cc(C)ccc6c(O)c5C(=O)c4c(O)cc3C(C)(O2)C1O"
"8-trichloromethyldihydroberberine"	"COc1ccc2C=C3N(CCc4cc5OCOc5cc34)C(c2c1OC)C(Cl)(Cl)Cl"
""	"CSC1=S[Zn]2(S=C(N[N+]2=C3CCCC3)SC)[N+](=C4CCCC4)N1"
"C8H14N2S2"	"CSC(=S)NN=C1CCCCC1"
"Baccharinol"	"C[C@@H](O)[C@@H]1OC[C@H](O)[C@@]2(C)O[C@@H]2C(=O)OC[C@]34C[C@@H](O)C(=C[C@H]3O[C@@H]5C[C@@H](OC(=O)\C=C/C=C/1)[C@@]4(C)C56CO6)C"
"Baccharin"	"C[C@@H](O)[C@@H]1OC[C@H](O)[C@@]2(C)O[C@@H]2C(=O)OCC34CCC5(C)O[C@H]5[C@H]3O[C@@H]6C[C@@H](OC(=O)\C=C/C=C/1)[C@@]4(C)[C@]67CO7"
"isobaccharin"	"C[C@H](O)[C@@H]1OC[C@H](O)[C@@]2(C)O[C@@H]2C(=O)OCC34CC[C@@]5(C)O[C@H]5[C@H]3O[C@@H]6C[C@@H](OC(=O)\C=C/C=C/1)[C@@]4(C)[C@]67CO7"
"Hydroxypristimerin"	"COC(=O)C1(C)CC2C(C)(CCC3(C)C4=CC=C5C(=C(O)C(=O)C=C5C4(C)CCC23C)C)CC1O"
"Probes1_000079"	"OC(=O)c1cc2C3C(C4C(c2cc1S(=O)(=O)O)C5(Cl)C(=C(Cl)C4(Cl)C5(Cl)Cl)Cl)C6(Cl)C(=C(Cl)C3(Cl)C6(Cl)Cl)Cl"
"2-(3-Nitrophenyl)-4-p-tolyl-2,3-dihydrobenzo[b][1,4]thia..."	"Cc1ccc(cc1)C2=Nc3ccccc3SC(C2)c4cccc(c4)[N+](=O)[O-]"
"2-(4-(Hydroxy(oxido)amino)phenyl)-4-phenyl-2,3-dihydro-1..."	"[O-][N+](=O)c1ccc(cc1)C2CC(=Nc3ccccc3S2)c4ccccc4"
"12-Methoxy-3-(4-nitrophenyl)-3,4-diazatricyclo[8.4.0.02,6]tetradeca-1(14),2(6),4,10,12-pentaen-13-ol"	"COc1cc2CCCc3cnn(c4ccc(cc4)[N+](=O)[O-])c3c2cc1O"
"(2Z)-2-[[2-(Trifluoromethyl)phenyl]methylidene]-4H-1,4-benzothiazin-3-one"	"FC(F)(F)c1ccccc1\C=C\2/Sc3ccccc3NC2=O"
"Carboxyphthalatoplatinum"	"OC(=O)c1ccc2C(=O)O[Pt]3(NC4CCCCC4N3)OC(=O)c2c1"
"pepstatin"	"CC(C)CC(NC(=O)C(C)NC(=O)CC(O)C(CC(C)C)NC(=O)C(NC(=O)C(NC(=O)CC(C)C)C(C)C)C(C)C)C(O)CC(=O)O"
""	"CC1CC[P+](c2ccccc2)(c3ccccc3)c4c1ccc5ccccc45"
"Gold(1+);5-(trifluoromethyl)-1,2,3-triaza-4-azanidacyclopenta-2,5-diene;triphenylphosphanium"	"FC(F)(F)c1nnnn1[Au]P(c2ccccc2)(c3ccccc3)c4ccccc4"
"Gold(1+);methyl-(1-methyltetrazol-5-yl)azanide;triphenylphosphanium"	"CN([Au]P(c1ccccc1)(c2ccccc2)c3ccccc3)c4nnnn4C"
"Benzyl-(1-methyltetrazol-5-yl)azanide;gold(1+);triphenylphosphanium"	"Cn1nnnc1N(Cc2ccccc2)[Au]P(c3ccccc3)(c4ccccc4)c5ccccc5"
"Ethyl-(1-ethyltetrazol-5-yl)azanide;gold(1+);triphenylphosphanium"	"CCN([Au]P(c1ccccc1)(c2ccccc2)c3ccccc3)c4nnnn4CC"
""	"N=N=N[Au]P(c1ccccc1)(c2ccccc2)c3ccccc3"
""	"CC(=O)O[Au]P(c1ccccc1)(c2ccccc2)c3ccccc3"
"dioxadet"	"CC1(C)OCC(CO)(CO1)Nc2nc(nc(n2)N3CC3)N4CC4"
""	"OCC(O)C(O)C(O)C(O)C(=O)NO"
"pepleo"	"CC(O)C(NC(=O)C(C)C(O)C(C)NC(=O)C(NC(=O)c1nc(nc(N)c1C)C(CC(=O)N)NCC(N)C(=O)N)C(OC2OC(CO)C(O)C(O)C2OC3OC(CO)C(O)C(OC(=O)N)C3O)c4c[nH]cn4)C(=O)NCCc5nc(cs5)c6nc(cs6)C(=O)NCCCNC(C)c7ccccc7"
"Uzarigenin"	"CC12CCC(O)CC1CCC3C2CCC4(C)C(CCC34O)C5=CC(=O)OC5"
"prumycin"	"C[C@@H](N)C(=O)NC(CO)C(O)C(N)C=O"
"MITOXANTRONE"	"OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12"
"Multistatin"	"C\C=C(/C)\C(=O)O[C@H]1[C@H]2[C@H](OC(=O)C2=C)C(=O)[C@@H](C)[C@@H]3C=CC(=O)[C@@]13C"
""	"NC1=S[Pt]2(Cl)N3CCCCC3C=[N+]2N1"
"2-Bromo-2-(((4-methylphenyl)sulfonyl)methyl)-3,4-dihydro-1(2H)-naphthalenone"	"Cc1ccc(cc1)S(=O)(=O)CC2(Br)CCc3ccccc3C2=O"
"compactin"	"CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12"
""	"COc1cc2CCN(C)c3cc4OCOc4cc3CC(C)c2cc1O"
"Q27192528"	"CCOC(=O)Nc1ccc2nc(sc2c1)N3CCCCCC3"
"prima-1"	"OCC1(CO)N2CCC(CC2)C1=O"
""	"[O-][N+](=O)C1(Br)CCC(Br)(CC1)[N+](=O)[O-]"
"Eunicin"	"CC1CCC\C(=C/CCC(C)(O)C2CC3C(OC(=O)C3=C)C1O2)\C"
"octadecylphosphocholine"	"CCCCCCCCCCCCCCCCCCOP(=O)(O)OCC[N+](C)(C)C"
"eriofertin"	"C\C=C(/C)\C(=O)OC1C\C(=C/C(O)C\C(=C\C2OC(=O)C(=C)C12)\C)\CO"
"mitindomide"	"O=C1NC(=O)C2C3C=CC(C4C3C5C4C(=O)NC5=O)C12"
"Quadrone"	"CC1(C)CC23C4CC(=O)C2COC(=O)C3CCC14"
"3'-Hydroxydaunorubicin"	"COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](OC5CC(O)C(O)C(C)O5)c4c(O)c3C(=O)c12)C(=O)C"
"oxin"	"Oc1cccc2cccnc12"
"Neothramycin"	"COc1cc2C(=O)N3[C@H](O)CC[C@H]3C=Nc2cc1O.COc4cc5C(=O)N6[C@@H](O)CC[C@H]6C=Nc5cc4O"
"2,5-Dichloro-3,6-bis-propionylamino-[1,4]benzoquinone"	"CCC(=O)NC1=C(Cl)C(=O)C(=C(Cl)C1=O)NC(=O)CC"
"ENMEIN-3-ACETATE"	"CC(=O)O[C@@H]1C[C@H]2OC(=O)C34CC(CCC3C25CO[C@H](O)[C@H]5C1(C)C)C(=C)C4=O"
"Sinulariolide"	"C\C\1=C/CCC2(C)OC2CC3CCC(C)(OC(=O)C3=C)C(O)CC1"
"Sinularin"	"C\C\1=C/CCC(C)(O)C2CC(CCC3(C)OC3CC1)C(=C)C(=O)O2"
"6-Chloro-3'-methylidenespiro[2,3-dihydrochromene-4,5'-oxolane]-2'-one"	"Clc1ccc2OCCC3(CC(=C)C(=O)O3)c2c1"
"TIAZOFURIN"	"NC(=O)c1csc(n1)C2OC(CO)C(O)C2O"
"oliverine"	"COC1C2N(C)CCc3cc4OCOc4c(c5ccc(OC)cc15)c23"
"Cytarabine"	"NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O"
"BRD-K58304294-001-01-5"	"C\C(=N/NC(=S)N1CCCCC1)\c2ccccn2"
"4-Amino-7-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-ethoxypyrrolo[2,3-d]pyrimidine-5-carbonitrile"	"CCOc1c(C#N)c2c(N)ncnc2n1C3OC(CO)C(O)C3O"
"Asterriquinone"	"CC(C)(C=C)n1cc(C2=C(O)C(=O)C(=C(O)C2=O)c3cn(c4ccccc34)C(C)(C)C=C)c5ccccc15"
"CHETOMIN"	"CN1C(=O)C2(Cc3cn(c4ccccc34)C56CC78SSC(CO)(N(C)C7=O)C(=O)N8C5Nc9ccccc69)SSC1(CO)C(=O)N2C"
"Bredinin"	"NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1O"
"FCRC57-G"	"COC1=CC(=O)c2c(O)c3C(O)C4(Oc5c(O)c6C(=O)OC(=Cc6cc5CC4O)C)Oc3c(O)c2C1=O"
"5-Fluoro-1-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]pyrimidine-2,4-dione"	"OCC1OC(C(O)C(O)C1O)N2C=C(F)C(=O)NC2=O"
"ciclosporin"	"CCC1NC(=O)C(C(O)C(C)C\C=C\C)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C"
"dbtc"	"CCN1\C(=C\C(=C\c2sc3ccc4ccccc4c3[n+]2CC)\C)\Sc5ccc6ccccc6c15"
"9-hydroxyparthenolide"	"C\C\1=C\CCC2(C)OC2C3OC(=O)C(=C)C3CC1O"
"N-[2-[[4,5-Dihydroxy-2-methyl-6-[(9-methylpurin-6-yl)amino]oxan-3-yl]amino]-2-oxoethyl]-14-methylpentadecanamide"	"CC(C)CCCCCCCCCCCCC(=O)NCC(=O)NC1C(C)OC(Nc2ncnc3c2ncn3C)C(O)C1O"
"2-[(Z)-2-(Benzenesulfonyl)-2-(5-nitrofuran-2-yl)ethenyl]-5-nitrofuran"	"[O-][N+](=O)c1oc(\C=C(\c2oc(cc2)[N+](=O)[O-])/S(=O)(=O)c3ccccc3)cc1"
"Terrein"	"C\C=C\C1=CC(=O)C(O)C1O"
"aplasmomycin"	"CC1OC2CC1OC(=O)C3[O+]4B56OC78OC(CCC7C)C(C)(C)C(C\C=C/2)O[Ag]49(O)OC(C\C=C/C%10CC(OC(=O)C8[O+]59)C(C)O%10)C(C)(C)C%11CCC(C)C3(O%11)O6"
"Happtsc"	"C\C(=N/NC(=S)Nc1ccccc1)\c2ccccn2"
""	"C[n+]1[se]c2ccccc2c1Cl"
"ARONIS016812"	"Clc1ccc(NC(=O)Nc2nccs2)cc1"
"6,9-Dihydroxybenzo[g]isoquinoline-5,10-dione"	"Oc1ccc(O)c2C(=O)c3cnccc3C(=O)c12"
"12-Hydroxyindolo[2,1-b]quinazoline-6(12H)-one"	"OC1N2C(=Nc3ccccc13)C(=O)c4ccccc24"
"nigericin"	"COC1CC(CC2CCC(C)C(O2)C(C)C(=O)O)OC3(OC(C)(CC3C)C4CCC(C)(O4)C5OC(CC5C)C6OC(O)(CO)C(C)CC6C)C1C"
"Chloroplatinum(1+);2-(4-methylpiperidin-1-yl)ethanethiolate;dihydrate"	"[Cl-][Pt+2](O)(O)[SH-]CCN1CCC(C)CC1"
"eurecurvin"	"CCC(C)C(=O)OC1\C=C(/C)\C(O)CC(OC(=O)C)\C(=C\C2OC(=O)C(=C)C12)\CO"
"benzyl-4-(benzyloxy)-5,6-dimethylpicolinate"	"Cc1nc(cc(OCc2ccccc2)c1C)C(=O)OCc3ccccc3"
"BTSHWGAQAYYNFK-RELWKKBWSA-N"	"C\C(=N/NC(=S)N1CCCCCCCCCCCC1)\c2ccccn2"
"HONOKIOL"	"Oc1ccc(cc1CC=C)c2cc(CC=C)ccc2O"
"B704949F149"	""
"S-(3-(Hydroxy(oxido)amino)imidazo[1,2-a]pyridin-2-yl)cysteine"	"NC(CSc1nc2ccccn2c1[N+](=O)[O-])C(=O)O"
""	"CCNC1=S[Pd]2(Cl)N3CCCCC3C(=[N+]2N1)c4ccccc4"
"HORMINON"	"CC(C)C1=C(O)C(=O)C2=C(C(O)CC3C(C)(C)CCCC23C)C1=O"
"Costatone"	"C\C(=C\Cl)\[C@@H]1CC(=C(C)[C@@](O)(O1)C(Br)Br)Cl"
"Melampodinin"	"COC(=O)\C\1=C\C2OC2\C(=C\C3OC(=O)C(=C)C3C(OC(=O)C(C)(O)C(C)OC(=O)C)C1OC(=O)C)\C"
"G9SUZ33DVO"	"CCCCCCCCCCCCN(O)C(=O)c1ccccc1"
"Lobolide"	"CC(=O)OCC12CC\C=C(/C)\CC\C=C(/C)\CC3OC(=O)C(=C)C3CC1O2"
""	"CN1P(F)(F)[Fe]23(C#O)(C#O)C(=O)[Fe]2(C#O)(C#O)(P(F)(F)N(C)P3(F)F)P1(F)F"
"3-phenacyliden-5-brom-2-indolinon"	"Brc1ccc2NC(=O)\C(=C/C(=O)c3ccccc3)\c2c1"
"p-N,N-Di(2-chloroethyl)toluidine"	"Cc1ccc(cc1)N(CCCl)CCCl"
"2-(Hydroxymethyl)-5-[6-[(E)-2-hydroxy-2-phenylethenyl]purin-9-yl]oxolane-3,4-diol"	"OCC1OC(C(O)C1O)n2cnc3c(\C=C(\O)/c4ccccc4)ncnc23"
""	"NC(=O)c1cn(C2CC(O)C(CO)O2)c3ncnc(N)c13"
"GROSHEIMIN"	"CC1C2C3OC(=O)C(=C)C3C(O)CC(=C)C2CC1=O"
"Alatolid"	"CC(C)C(=O)OC1C\C(=C\CC\C(=C\C2OC(=O)C(=C)C12)\CO)\CO"
"EUPATORIOPICRINE"	"C\C\1=C/C2OC(=O)C(=C)C2C(C\C(=C/CC1)\C)OC(=O)\C(=C\CO)\CO"
"ALBB-031223"	"[O-][N+](=O)\C=C\c1cccc(F)c1"
"Kidamycin"	"C\C=C(/C)\C1=CC(=O)c2c(C)cc3C(=O)c4c(cc(C5CC(C)(C(O)C(C)O5)N(C)C)c(O)c4C(=O)c3c2O1)C6CC(C(O)C(C)O6)N(C)C"
"neopluramycin"	"C\C=C(/C)\C1=CC(=O)c2c(C)cc3C(=O)c4c(cc(C5CC(C)(C(OC(=O)C)C(C)O5)N(C)C)c(O)c4C(=O)c3c2O1)C6CC(C(O)C(C)O6)N(C)C"
""	"CCN(CC)CCCC(CCl)Nc1ccnc2cc(Cl)ccc12"
""	"CC1=[N+]2[N-]C(=S[Cu+]2([ClH-])[n+]3ccccc13)SCc4ccccc4"
"Pyrodelphinine"	"COCC12CCC(OC)C34C5CC6(O)C(OC)C=C(C(C(OC)C13)C4N(C)C2)C5C6OC(=O)c7ccccc7"
""	"C\C(=N/NC(=S)NC1CCCCC1)\c2ccccn2"
"Teroxirone"	"O=C1N(CC2CO2)C(=O)N(CC3CO3)C(=O)N1CC4CO4"
"triglycidylisocyanurate"	"O=C1N(CC2CO2)C(=O)N(CC3CO3)C(=O)N1CC4CO4"
"6-Chloro-3-(2-chlorobenzyl)-3,4-dihydro-2H-(1,3)oxazino(5,6-h)quinoline"	"Clc1ccccc1CN2COc3c(C2)cc(Cl)c4cccnc34"
"Bionet2_000691"	"Clc1ccc(CN2COc3c(C2)cc(Cl)c4cccnc34)cc1"
"3-[(2-Chlorophenyl)methyl]-2,4-dihydropyrido[3,2-h][1,3]benzoxazine"	"Clc1ccccc1CN2COc3c(C2)ccc4cccnc34"
"6-Chloro-3-[(2-fluorophenyl)methyl]-2,4-dihydropyrido[3,2-h][1,3]benzoxazine"	"Fc1ccccc1CN2COc3c(C2)cc(Cl)c4cccnc34"
"VZ27697"	"Oc1ccc(N=Nc2nccs2)c(O)c1"
"cc-1065"	"COc1c(O)c2N(CCc2c3cc([nH]c13)C(=O)N4CCc5c4c(O)c(OC)c6[nH]c(cc56)C(=O)N7CC8CC89C7=CC(=O)c%10[nH]cc(C)c9%10)C(=O)N"
"Sendanin"	"CC(=O)OC1CC(O)C23COC(O[Ac])C1(C)C2CC(O)C4(C)C3C(=O)C(O[Ac])C5(C)C(CC6OC456)c7cocc7"
"4-((3-Quinolinylmethyl)amino)benzenesulfonamide"	"NS(=O)(=O)c1ccc(NCc2cnc3ccccc3c2)cc1"
"9J2BCV8VXC"	"CCOC(=O)Nc1ccc2[nH]c(nc2c1)c3cscn3"
"eurecurvin"	"CCC(C)C(=O)OC1\C=C(/C)\C(O)CC(OC(=O)C)\C(=C\C2OC(=O)C(=C)C12)\CO"
"4-(2-Bromoethylsulfanylmethyl)-7-methoxychromen-2-one"	"COc1ccc2C(=CC(=O)Oc2c1)CSCCBr"
"NCIMech_000462"	"COc1cc2OC(=O)C=C(C)c2cc1[N+](=O)[O-]"
"Isovelleral"	"CC1(C)CC2C=C(C=O)C3(CC3(C)C2C1)C=O"
"thapsigargin"	"CCCCCCCC(=O)OC1C(OC(=C)\C(=C\C)\C)C(=C2C3OC(=O)C(C)(O)C3(O)C(CC(C)(OC(=O)C)C12)OC(=O)CCC)C"
"Totarol"	"CC(C)c1c(O)ccc2c1CCC3C(C)(C)CCCC23C"
"Pinafide"	"[O-][N+](=O)c1cc2C(=O)N(CCN3CCCC3)C(=O)c4cccc(c1)c24"
"Cycloalkannin"	"CC1(C)CC[C@@H](O1)c2cc(O)c3C(=O)C=CC(=O)c3c2O"
"Trichopolyn"	"CCCCCCCCC(C)C(=O)N1CCCC1C(=O)N2C(CC(=O)CC)CC(C)CC2C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C(C)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CN(C)CCO"
"antineoplastic-301477"	"COC1C(N)CC(O[C@H]2C[C@@](O)(Cc3c(O)c4C(=O)c5cccc(OC)c5C(=O)c4c(O)c23)C(=O)CO)OC1C"
"Mitoxantrone"	"OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12"
"diethyldichlorotin"	"CC[Sn](Cl)(Cl)CC"
"shikoccin"	"CC(=O)OC1CCC2(C)C(CC(O)C3=CC(CCC2=O)C(=C)C3=O)C1(C)C"
"1,2-Bis(7-methyl-[1,2,4]triazolo[4,3-a]pyridin-3-yl)ethane"	"Cc1ccn2c(CCc3nnc4cc(C)ccn34)nnc2c1"
"2-(3-Benzyl-4-oxo-2-sulfanylidene-1,3-thiazolidin-5-yl)-2H-1,4-benzothiazin-3(4H)-one"	"O=C1Nc2ccccc2SC1C3SC(=S)N(Cc4ccccc4)C3=O"
"2-Isonicotinoyl-5-methyl-4-(2-naphthyldiazenyl)-2,4-dihydro-3H-pyrazol-3-one"	"CC1=NN(C(=O)c2ccncc2)C(=O)C1N=Nc3ccc4ccccc4c3"
"5-Benzyl-3-(furan-2-ylmethyl)-1,3,5-thiadiazinane-2-thione"	"S=C1SCN(Cc2ccccc2)CN1Cc3occc3"
"toness"	"CCC(c1ccccc1)c2noc(CCN(CC)CC)n2"
"3-(4-Methoxyphenyl)-5,5,5-triphenyl-4,5-dihydro-1,2,5lambda(5)-oxazaphosphole"	"COc1ccc(cc1)C2=NOP(C2)(c3ccccc3)(c4ccccc4)c5ccccc5"
"ISUPSL100300"	"COc1cc2cnc(cc2cc1OC)c3ccccc3"
"3-(1H-Benzimidazol-2-ylamino)isoindol-1-one"	"O=C1N\C(=N/c2nc3ccccc3[nH]2)\c4ccccc14"
"1-[[5-(p-fluorophenyl)-2-furanyl]methyleneamino]hydantoin"	"Fc1ccc(cc1)c2oc(\C=N\N3CC(=O)NC3=O)cc2"
"1-(3,4-dichlorophenyl)-3-(4-(1-ethylpiperidin-3-ylamino)..."	"CCN1CCCC(C1)Nc2cc(C)nc(NC(=N)Nc3ccc(Cl)c(Cl)c3)n2"
"2-[(Z)-[(E)-1,3-Bis(4-chlorophenyl)but-2-enylidene]amino]guanidine;hydrochloride"	"C\C(=C\C(=N\NC(=N)N)\c1ccc(Cl)cc1)\c2ccc(Cl)cc2"
"(6,8-dichloro-2-adamantylquinolin-4-yl)-(piperidin-2-yl)..."	"OC(C1CCCCN1)c2cc(nc3c(Cl)cc(Cl)cc23)C45CC6CC(CC(C6)C4)C5"
""	"COc1cc(NC(C)CCCN)c2nccc(C)c2c1"
"acodazole"	"CN(C(=O)C)c1ccc(Nc2cc(C)nc3ccc4nc[nH]c4c23)cc1"
"Herbimycin"	"COC1CC(C)C(OC)C2=CC(=O)C=C(NC(=O)\C(=C\C=C/C(OC)C(OC(=O)N)\C(=C/C(C)C1OC)\C)\C)C2=O"
"[4-[[3-[(4-Azanidylsulfonylphenyl)diazenyl]-8-[(2,2-dichloroacetyl)amino]-4-(2,2-dichloroacetyl)oxynaphthalen-1-yl]diazenyl]phenyl]sulfonylazanide;3,4-dimethyl-5H-1,2-oxazol-5-ide;silver"	"Cc1noc(c1C)[Ag]NS(=O)(=O)c2ccc(cc2)N=Nc3cc(N=Nc4ccc(cc4)S(=O)(=O)N[Ag]c5onc(C)c5C)c6c(NC(=O)C(Cl)Cl)cccc6c3OC(=O)C(Cl)Cl"
"2,2'-(4,4'-(ethene-1,2-diyl)bis(3-sulfo-4,1-phenylene))b..."	"OS(=O)(=O)c1ccc2cc3nn(nc3cc2c1)c4ccc(\C=C\c5ccc(cc5S(=O)(=O)O)n6nc7cc8ccc(cc8cc7n6)S(=O)(=O)O)c(c4)S(=O)(=O)O"
"2,3,7-Trichloro-10H-phenothiazine-1,4-dione"	"ClC1=C(Cl)C(=O)C2=C(Nc3ccc(Cl)cc3S2)C1=O"
"STK061493"	"Clc1cccc(NC(=O)Nn2cnnc2)c1"
""	"Cc1ccc(cc1)[Se](=C(C(=O)c2ccccc2)C(=O)c3ccccc3)c4ccc(C)cc4"
"Avarol"	"CC1CCC2(C)C(CCC=C2C)C1(C)Cc3cc(O)ccc3O"
"CH-382"	"OC(=O)c1cnc2cc(OCc3ccccc3)ccc2c1O"
"9LC3489KIW"	"NC(=O)C1=NNc2ccccc2C(=O)N1c3ccccc3"
"10-[(2-Ethoxyphenyl)methylidene]anthracen-9-one"	"CCOc1ccccc1C=C2c3ccccc3C(=O)c4ccccc24"
"1-(furan-2-yl)-5-phenylpenta-2,4-dien-1-one"	"O=C(\C=C\C=C\c1ccccc1)c2occc2"
"AG542XU5YV"	"COc1cc2C(=O)N(CCN3CCCC3)C(=O)c4cccc(c1)c24"
"AMONAFIDE"	"CN(C)CCN1C(=O)c2cccc3cc(N)cc(C1=O)c23"
"Panaxadiol"	"CC1(C)CCCC(C)(O1)C2CCC3(C)C2C(O)CC4C5(C)CCC(O)C(C)(C)C5CCC34C"
"4-(3-Pyridinyl)-5-((3-(trifluoromethyl)phenyl)sulfonyl)-4,5-dihydropyrrolo[1,2-a]quinoxaline"	"FC(F)(F)c1cccc(c1)S(=O)(=O)N2C(c3cccnc3)c4cccn4c5ccccc25"
"4-Amino-5-(5-chloro-1-benzofuran-2-carbonyl)-2-(4-chloro-2-methylanilino)thiophene-3-carbonitrile"	"Cc1cc(Cl)ccc1Nc2sc(C(=O)c3oc4ccc(Cl)cc4c3)c(N)c2C#N"
"NIMBOLIDE"	"COC(=O)CC1C2(C)C(OC3CC(C(=C23)C)c4cocc4)C5OC(=O)C6(C)C=CC(=O)C1(C)C56"
""	"O[Mo](=O)(=O)O[As](=O)(O[Mo](=O)(=O)O)O[Mo](=O)(=O)O"
"Maybridge1_000249"	"Clc1ccccc1\N=C/2\SC(=C)C3(CCCCC3)N2C(=O)c4sc5ccccc5c4Cl"
"2-(((2-(4-Chlorophenyl)-1,3-thiazol-4-yl)methyl)thio)aniline"	"Nc1ccccc1SCc2csc(n2)c3ccc(Cl)cc3"
""	"CSC1=S[Cu]234(S=C(N[N+]2=C(C5CCCCN35)c6ccccc6)SC)N7CCCCC7C(=[N+]4N1)c8ccccc8"
""	"CSC1=S[Cu]234(S=C(N[N+]2=CC5CCCC(C)N35)SC)N6C(C)CCCC6C=[N+]4N1"
"Manicol"	"CC(=C)[C@@H]1CCC2=C(O)C(=O)C(=CC(=C2C1)C)O"
"Euserotin"	"CC\C(=C\C(=O)OC1C\C(=C\CC\C(=C\C2OC(=O)C(=C)C12)\C(=O)O)\C)\C"
"Encelin"	"CC12CC3OC(=O)C(=C)C3CC1C(=C)C(=O)C=C2"
"STK788929"	"CC1=CC(=C(C(C2=C(O)C=C(C)NC2=O)c3ccncc3)C(=O)N1)O"
