"","SMILES"
"11663","CCCOc1nc(SCCC)nc2c1cnn2c3ccccc3"
"11667","Cn1ncc2c(Nc3ccc(Br)cc3)nc(Nc4ccc(Br)cc4)nc12"
"11668","Cn1ncc2c(Nc3cccc(Cl)c3)nc(Nc4cccc(Cl)c4)nc12"
"11713","OC(=O)c1cc2ccccc2c(N=Nc3ccccc3)c1O"
"11773","CN(CC(=O)O)CC(=O)O"
"11841","COc1ccc2OC(=O)C=C(C)c2c1"
"11881","CN(C)c1ccc2N(C(=O)c3ccccc3)c4ccc(cc4Sc2c1)N(C)C"
"11897","CC1=C(O)C(=O)c2ccccc2C1=O"
"11905","CC(=CCC1=C(O)C(=O)c2ccccc2C1=O)C"
"11926","COc1cccc2c1cc(c3c(cc4OCOc4c23)C(=O)O)[N+](=O)[O-]"
"11963","Oc1c(CNCCNCc2cc(Cl)cc(Cc3ccccc3)c2O)cc(Cl)cc1Cc4ccccc4"
"11969","Oc1c(Cl)cc(Cl)c(Cl)c1CNCCNCc2c(O)c(Cl)cc(Cl)c2Cl"
"11981","CCCCC\N=C\c1c(O)c(O)c(C(C)C)c2cc(C)c(c(O)c12)c3c(C)cc4c(C(C)C)c(O)c(O)c(\C=N\CCCCC)c4c3O"
"11991","CC(C)(C)C1=NN=C2C1C(=O)c3ccccc23"
"12097","Oc1ccc2N=C3C=CC(=O)C=C3Oc2c1"
"12113","COc1ccc(\C=C(/C)\[N+](=O)[O-])cc1OC"
"12129","Oc1ccc2cccc(c2c1N=Nc3ccc(cc3)S(=O)(=O)c4ccc(cc4)N=Nc5c(O)ccc6cccc(c56)S(=O)(=O)O)S(=O)(=O)O"
"12150","Cc1cc(N)c2cc(NC(=O)CCCCCCCCC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1"
"12161","NC1=NC(=O)Nc2c1ncn2C3OC(CO)C(O)C3O"
"12174","CC12CC(O)C3(F)C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO"
"12181","OC(=O)c1c(cc2ccccc2c1c3ccccc3)C4=C5C=CC(=O)C=C5Oc6cc(O)ccc46"
"12198","CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)[C@H](C)C[C@]4(C)[C@H]3CC[C@]12C"
"12455","[Na+].OC(=O)c1ccccc1N=Nc2c(O)c(cc3cc(ccc23)S(=O)(=O)O)S(=O)(=O)O"
"12516","COc1ccc2nc3cc(Cl)ccc3c(Nc4ccc(O)c(CN5CCCC5)c4)c2c1"
"12517","CC(C)c1ccc2C3CCCC(C)(NCc4ccccc4)C3CCc2c1"
"12650","Oc1ccc(cc1)N=Nc2ccc(cc2)[As](=O)(O)O"
"12825","Oc1c(Br)c(nc2ccccc12)c3ccccc3"
"12865","COc1ccc2nccc(C(O)C3CC4CCN3CC4C=C)c2c1"
"12969","Oc1cc2ccccc2cc1C(=O)Nc3cccc(Cl)c3"
"13002","CN(C)c1ccc(Nc2c3ccccc3nc4ccccc24)cc1"
"13003","CCN(CC)CC(O)CNc1c2ccc(cc2nc3cc(OC)c(OC)cc13)[N+](=O)[O-]"
"13006","COc1ccc2nc3ccccc3c(NCCNCCO)c2c1"
"13051","COc1ccc2nc3cc(Cl)ccc3c(Nc4cc(C(C)C)c(O)cc4C)c2c1"
"13052","CCN(CC)CCCC(CNc1ccnc2cc(Cl)ccc12)c3ccc(Cl)cc3"
"13055","CCCCN(CCCC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O"
"13119","NC(Cc1c[nH]c2ccccc12)C(=O)O"
"13128","NC(=O)c1cccnc1"
"13151","Oc1ccc(cc1)C(=O)\C=C\c2ccccc2Cl"
"13162","[Cd+2].OS(=O)(=O)c1ccc(Cl)cc1"
"13204","Nc1nnc2cc(Cl)ccc2n1"
"13239","CCCCNc1c(CN)cnc2cc(Cl)ccc12"
"13248","CCN1CCC(CC1)Nc2ccnc3cc(Cl)ccc23"
"13275","COc1cc(NCCC2CCCCN2)c3ncccc3c1OC"
"13300","CCN(CC)CCC(CNc1ccnc2cc(Cl)ccc12)c3ccc(OC)cc3"
"13307","CCCCCCCN(CCCCCCC)CC(O)c1cc2ccccc2c3cc(Br)ccc13"
"13314","COc1cc(NC(C)CCCNC(C)C)c2ncccc2c1OC"
"13316","OC(C1CCCCN1)c2cc(nc3ccccc23)c4ccc(Cl)cc4"
"13317","CCN(CC)CCCNCc1cc(nc2cc(Cl)ccc12)c3ccccc3"
"13318","CCN(CC)CCCNCc1cc(nc2ccccc12)c3ccccc3"
"13378","COc1cc(NCCC2CCCCN2)c3ncccc3c1"
"13380","COc1ccc2nc(C)cc(Sc3nc4ccccc4s3)c2c1"
"13397","C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO"
"13477","CCN(CC)CCCC(C)Nc1c(cnc2cc(Cl)ccc12)c3ccccc3"
"13479","CCN(CC)CCCC(C)Nc1ccnc2cc(Oc3ccccc3)ccc12"
"13480","OC(C1CCCCN1)c2cc(nc3c2ccc4ccccc34)c5ccccc5"
"13483","CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)c(SCc3ccccc3)cc12"
"13484","CCN(CC)CCCC(C)Nc1cc(nc2cc(OC)ccc12)c3ccccc3"
"13502","CSC1SCC2N(C)C(=O)C(C)NC(=O)C(COC(=O)C(C(C)C)N(C)C(=O)C1N(C)C(=O)C(C)NC(=O)C(COC(=O)C(C(C)C)N(C)C2=O)NC(=O)c3cnc4ccccc4n3)NC(=O)c5cnc6ccccc6n5"
"13597","OC(=O)CSc1cc(nc2ccccc12)c3ccccc3"
"13598","CCN(CC)CCS(=O)(=O)CCNc1ccnc2cc(Cl)ccc12"
"13616","CCC(CNc1cc(OC)cc2cccnc12)NC3CCCCC3"
"13625","CCN(CC)c1ccc(\C=C\c2cc(C)c3cc(C)ccc3n2)cc1"
"13628","CCN(CC)CCCNc1cccc2c(SCc3ccccc3)ccnc12"
"13699","OC(Cc1ccncc1)C(Cl)(Cl)Cl"
"13713","CCN(CC)CCCNc1cc(OC)c(OC)c2cccnc12"
"13724","CCN(CC)CCC(CNc1c(C)cnc2cc(Cl)ccc12)c3ccc(Cl)cc3"
"13801","COc1ccccc1NC(=O)CSC(=O)N"
"13831","Cn1c(Sc2ccc(c3cccnc3)n2C)ccc1c4cccnc4"
"13835","CCCCCCCCCCCCCC[n+]1cccc(c1)C(=O)N"
"13973","Cc1cc2cc3cc(C)c(N)cc3nc2cc1N"
"13977","OC1(C2N=CC=CC2C3=C(C(=O)c4ccccc4C3=O)C1(O)S(=O)(=O)O)S(=O)(=O)O"
"13981","Nc1cccc2C(=O)c3c(NC(=O)c4ccccc4)cccc3C(=O)c12"
"13984","Oc1c(ccc2ccccc12)C(O)(c3ccccc3)c4ccc5ccccc5c4O"
"13986","CCN(CC)c1ccc2nc3ccc(cc3[n+](c4ccccc4)c2c1)N=Nc5ccc(cc5)N(C)C"
"14006","COc1ccccc1\C=C(\C)/[N+](=O)[O-]"
"14009","CC\C(=C/c1ccc(OC)cc1OC)\[N+](=O)[O-]"
"14022","CS\C(=C(\SC)/C#N)\C#N"
"14034","[O-][N+](=O)c1ccc(C=C2C(=C(Cl)C(=C2Cl)Cl)Cl)cc1"
"14040","COc1ccc(cc1)C(=O)C2=NON3OC23C(=O)c4ccc(OC)cc4"
"14050","CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12"
"14071","COc1ccc2nc3cc(Cl)ccc3c(NCCCNCCO)c2c1"
"14073","COc1ccc2nc3ccccc3c(NCCNCC(C)O)c2c1"
"14079","CCN(CC)CCCC(C)Nc1c2ccc(C)cc2nc3ccc(OC)cc13"
"14186","OC(=O)CSc1nc2ccccc2[nH]1"
"14229","CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc3ccc(OC)cc13"
"14380","CC(C)COc1nc2N(C)C(=O)N(C)C(=O)c2n1C"
"14548","O=C1c2ccccc2C(=Cc3ccccc3)c4ccccc14"
"14657","COc1cc2nc3cc(ccc3c(NCCCNCC(C)(C)O)c2cc1OC)[N+](=O)[O-]"
"14659","COc1ccc2nc3cc(Cl)ccc3c(NCCNCC(O)CO)c2c1"
"14666","Nc1ncnc2nc[nH]c12"
"14711","COc1cc(CN2CCCCC2)cc3C=C(C(=O)O)C(=O)Oc13"
"14741","CC(C)NCCCCCNc1cc(O)cc2cccnc12"
"14864","CCCCCCCCCCCCCCCC[n+]1ccccc1"
"14973","OC(=O)CNc1ccc(cc1)C(=O)O"
"14974","CC1C(O)C2(O)OCC34C(CC5C(=CC(O)C(O)C5(C)C23)C)OC(=O)C(O)C14"
"14975","CC[C@](C)(O)C(=O)O[C@@H]1[C@H]2[C@@H](C)[C@@H](O)[C@]3(O)OC[C@]24[C@@H](C[C@H]5C(=C[C@H](O)[C@@H](O)[C@]5(C)[C@@H]34)C)OC1=O"
"14977","NNc1c2ccccc2nc3ccccc13"
"15013","NC1=CC(=N)c2ccccc2C1=O"
"15078","CCCCC\C(=C\c1ccccc1)\C=C(C#N)C#N"
"15193","OCC(O)C(O)C(O)CC=O"
"15200","[Ga+3].O[N+](=O)[O-]"
"15309","CC1=CC(=O)C(=CC1=O)C"
"15372","Oc1ccc(Nc2ccc3ccccc3c2)cc1"
"15609","OCC1O[Sb](O)OC1C(O)C(O)C(=O)O"
"15623","Cc1ccc(cc1)[Sb]2(O)(O)OC(CO)C(O2)C(O)C(O)C(=O)O"
"15628","CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)\C=C\c6cc(OC)c(OC)c(OC)c6"
"15785","CN(C)c1ccc(\C=C(/C#N)\c2ccccc2)cc1"
"15791","Cc1ccc(NCCN2CCCCC2)c3C(=O)c4ccccc4Sc13"
"15795","CCN(CCNc1ccc(C)c2Sc3cc(Cl)ccc3C(=O)c12)CC(C)(C)O"
"15812","CCCCCCN(CCCCCC)C(=N)c1ccnc2ccccc12"
"15813","CN(CCC(=O)\C(=C/c1ccccc1)\c2ccc(Cl)cc2)Cc3ccccc3"
"15830","N[C@@H](CS\C(=C/Cl)\Cl)C(=O)O"
"15886","[O-][N+](=O)c1cc(Cl)c2[nH]c3c(Cl)cc(cc3c2c1)[N+](=O)[O-]"
"15975","Oc1ccc2ccccc2c1N=Nc3ccc(cc3[N+](=O)[O-])[N+](=O)[O-]"
"16034","Cc1ccc(NSc2ccccc2[N+](=O)[O-])cc1"
"16116","C[N+](C)(C)CCN(Cc1cccs1)c2ccccn2"
"16165","CNc1ccc2nc3ccc(N)cc3[s+]c2c1"
"16166","CNc1ccc2nc3ccc(cc3[s+]c2c1)N(C)C"
"16219","CCN(CC)c1ccc2N=C3C(=CC(=O)c4ccccc34)N(c5ccccc5)c2c1"
"16222","CCN(CC)c1ccc2nc3ccc(cc3[n+](c4ccccc4)c2c1)N=Nc5c(O)ccc6ccccc56"
"16239","COc1ccc([Hg]Cl)cc1"
"16258","CC(C(O)c1ccccc1)[N+](=O)[O-]"
"16520","CCN(CC)c1ccc(\C=C\c2cc(C)c3ccccc3n2)cc1"
"16685","C\C(=C/c1ccc2OCOc2c1)\[N+](=O)[O-]"
"16729","COc1cc(\C=C/C(=O)O)ccc1OCc2ccccc2"
"16865","OCC(S)CS"
"16876","O=C(CSCC(=O)N\N=C\c1ccccc1)N\N=C\c2ccccc2"
"17061","COc1ccc(\C=N\c2c(O)ccc3ccccc23)cc1OC"
"17065","O=C(Nc1ccccc1OC(=O)c2ccccc2)c3ccccc3"
"17245","C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)COC(=O)C5CCCC5)[C@@]4(C)C[C@H](O)[C@H]23"
"17257","C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@@H](CC2CC(=O)NC(=O)C2)OC(=O)CC(=O)c3ccccc3"
"17273","COc1ccc2nc3cc(Cl)ccc3c(NCCCN(CCCl)CCCl)c2c1"
"17275","Oc1c(CC=C)cc(cc1CN(CCCl)CCCl)c2cc(CC=C)c(O)c(CN(CCCl)CCCl)c2"
"17473","CN(C)CCCN1c2ccccc2Sc3ccc(cc13)C(F)(F)F"
"17551","Cc1cc(C)c(C(=O)CC(=O)c2cccnc2)c(C)c1"
"17647","CC(CCC1=C(C)CCCC1(C)C)NCc2ccc(OCCCN3CCCCC3)cc2"
"17652","CC(CCC1=C(C)CCCC1(C)C)N(C)Cc2ccc(OCCCN3CCCC3)cc2"
"17744","CCCCCCCCCCCCCCCC1=NC(C)(C)CN1C(C)C"
"17759","CCCCCCCC\C=C\CCCCCCCC1=NC(C)(C)CN1CC(C)O"
"17762","CCCCCCCCCCCCCCCCCC1=NC(C)(C)CN1C(C)(C)CO"
"18286","CCOc1cc(F)c(cc1[N+](=O)[O-])[N+](=O)[O-]"
"18298","CC1=CC2=[N+]3C1=Cc4cc(C)c5C=C6C(=C(CCC(=O)O)C7=[N+]6[Cu+2]3([nH-]45)[NH-]8C(=C2)C(=C(CCC(=O)O)C8=C7)C)C"
"18300","CC1=CC2=[N+]3C1=Cc4cc(C)c5C=C6C(=C(CCC(=O)O)C7=[N+]6[Pd+2]3([nH-]45)[NH-]8C(=C2)C(=C(CCC(=O)O)C8=C7)C)C"
"18335","CCC1(O)CC(OC2CC(C(OC3CC4OC5CC(=O)C(C)OC5OC4C(C)O3)C(C)O2)N(C)C)c6c(O)c7C(=O)c8c(O)ccc(O)c8C(=O)c7cc6C1C(=O)OC"
"18451","Brc1ccc(CN(Cc2ccc(Br)cc2)c3ccc4c(c3)C(=O)c5ccccc45)cc1"
"18460","[O-][N+](=O)c1ccc2c(Cc3cc(NC=O)ccc23)c1"
"18613","C[N+](C)(C)CCN[N+]1(C)CCCc2ccccc12"
"18719","OCC(O)C(O)C(O)C(O)c1nc2cc(Cl)ccc2[nH]1"
"18727","O=C1CCCCC1CN2CCCCC2"
"18758","NC(=N)Nc1ccc(cc1)c2ccc(NC(=N)N)cc2"
"18804","CC(C)C1=CC=CC(=O)C(=C1)O"
"18805","CC(C)C1=CC=C(O)C(=O)C=C1"
"18877","[O-][n+]1onc(C(=O)c2csc3ccccc23)c1C(=O)c4csc5ccccc45"
"18880","NNC(=O)c1cccc2Sc3ccccc3Oc12"
"18883","CCN(CC)CCN1c2ccccc2Sc3ccc4ccccc4c13"
"18891","CN(C)CCCN1c2ccccc2Sc3ccc4ccccc4c13"
"18894","O=C1CCCCN1"
"19048","CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)c3c(C)cc4c(C(C)C)c(O)c(O)c(C=O)c4c3O"
"19139","Cn1ncc2c(NCCc3ccccc3)nc(Cl)nc12"
"19147","Clc1nc(NCCc2ccccc2)c3ncn(c4ccccc4)c3n1"
"19441","Cc1ccccc1c2nc3c(N)nc(N)nc3nc2N"
"19502","CC(=O)OCc1oc([Hg]Cl)cc1"
"19509","COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12"
"19630","CCC(=O)OCN1C(=O)C=CC1=O"
"19637","[O-][N+](=O)c1cccc(\C=C\c2ccccn2)c1"
"19639","O=C1C=CC(=O)N1c2cccc(c2)N3C(=O)C=CC3=O"
"19645","[O-][N+](=O)c1cc[n+]([O-])c2ccccc12"
"19646","Cc1cc(c2ccccc2[n+]1[O-])[N+](=O)[O-]"
"19727","Cc1c(C)[n+]([O-])c(C)c(C)[n+]1[O-]"
"19728","CCCCCCOc1ccc(\C=N\NC(=S)N)cc1"
"19760","OC(=O)C(Cc1ccccc1)N2C(=O)c3ccccc3C2=O"
"19781","Oc1ccc(CCCCCCc2ccc(O)cc2)cc1"
"19802","COc1cc(O)c2C(=O)C(=C(Oc2c1)c3ccc(O)c(O)c3)O"
"19893","FC1=CNC(=O)NC1=O"
"19912","COc1ccc2c3CN4CCCC[C@@H]4Cc3c5cc(OC)c(OC)cc5c2c1"
"19942","C[C@@H]1C[C@@H]2OC(=O)[C@]3(C)[C@H]2[C@@H](OC3(C)O)[C@@]4(C)[C@H]1C=CC4=O"
"19976","Clc1ccc2Sc3ccccc3N(CCCN4CCCC45CCCCC5)c2c1"
"19987","C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14"
"19990","COC(=O)C1C(O)C(C)C(O)C(C)\C=C/C=C(\C)/C(=O)Nc2c(C)c(OC(=O)C)c3C4=C(OCOC4=C(C)C(=O)c3c2O)\C(=C\C(C)(O)C(O)C(C)C1O)\C"
"20000","C[Hg]NC(=N)NC#N"
"20200","CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1"
"20207","C(Cc1ccncc1)SCc2ccccc2"
"20256","OCC1OC(C(O)C1O)N2C=CC(=O)NC2=O"
"20514","CCCCOCc1cc(CN2CCN(C)CC2)c(O)c3ncccc13"
"20527","Oc1ccc(Br)cc1C(=O)Nc2ccc(Br)cc2"
"20534","CCN(CCO)CCNc1ccc(C)c2Sc3ccccc3C(=O)c12"
"20535","CCN(CC)CCCNc1ccc(C)c2Sc3ccccc3C(=O)c12"
"20644","C(NC(=NCc1ccccc1)NCc2ccccc2)c3ccccc3"
"20909","CCCCCCCCCCCC[n+]1ccc2ccccc2c1"
"21061","Cc1ccc(O)cc1.Cc2cccc(O)c2.Cc3ccccc3O"
"21075","COc1cc2CCN(C)C(CC(C)C)c2c(Oc3c(OC)cc4CCN(C)C(CC(C)C)c4c3Oc5cc6C(CC(C)C)N(C)CCc6cc5OC)c1O"
"21206","NC(=O)c1ccc(N)nc1"
"21276","[O-][N+](=O)c1cccc(c1Cl)[N+](=O)[O-]"
"21356","O=NN(CC(=O)NNc1ccccc1)CC(=O)NNc2ccccc2"
"21434","Cc1ccc(C)c2c(CC(=O)O)c(C)[nH]c12"
"21518","CC(C)c1cc(CN(C)C)c(O)c(c1)C(C)(C)C"
"21531","COc1ccc(cc1)C2(Cl)c3ccccc3N(c4ccccc4)c5ccccc25"
"21545","CSS(=O)(=O)C"
"21548","CC1=CN(C2CC(O)C(CO)O2)C(=O)NC1=O"
"21588","CC(CCC(=O)O)(c1cc(Br)c(O)c(Br)c1)c2cc(Br)c(O)c(Br)c2"
"21622","C\C(=N\N1CC(CN2CCOCC2)OC1=O)\C=C\c3oc(cc3)[N+](=O)[O-]"
"21662","[O-][n+]1c2ccccc2[n+]([O-])c3cc(Br)ccc13"
"21666","[O-][n+]1c2ccccc2[n+]([O-])c3ccccc13"
"21669","COc1ccc2c(c1)[n+]([O-])c3ccccc3[n+]2[O-]"
"21681","COc1ccc(cc1)N=Nc2c(N)nn(C)c2N"
"21683","Cc1ccc(cc1)N=Nc2c(N)nn(c2N)c3ccccc3"
"21702","CC(C)CNc1nc2ncnc(N)c2[nH]1"
"21715","Clc1ccc(cc1)S(=O)(=O)C(Cl)(Cl)Cl"
"21728","C1CCc2cn3ccc4c5ccccc5nc4c3cc2C1"
"21914","c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45"
"21970","Cc1ccc2cc3c(ccc4ccccc34)c5CCc1c25"
"22070","CC(=O)OC1\C=C(/C)\CCC2OC2(C)CC3OC(=O)C(=C)C13"
"22201","ClC1=C(Cl)C2(Cl)C3C(C(=O)N([Hg]c4ccccc4)C3=O)C1(Cl)C2(Cl)Cl"
"22225","OC(=O)C1C(C(=O)O)C2(Cl)C(=C(Cl)C1(Cl)C2(Cl)Cl)Cl"
"22227","ClC1=C(Cl)C2(Cl)C3C(C(=O)N([Hg]c4cccs4)C3=O)C1(Cl)C2(Cl)Cl"
"22348","Cc1nc2C(=O)c3ccccc3C(=O)c2n1c4ccc(Br)cc4"
"22600","COc1cc(\C=C/[N+](=O)[O-])ccc1OCc2ccccc2"
"22709","O=C1N=CNc2nn[nH]c12"
"22842","Oc1ccc2c(OC(=O)c3c2oc4cc(O)ccc34)c1"
"22945","[O-][N+](=O)c1cc(Cl)c(Cl)cc1[N+](=O)[O-]"
"22984","COc1ccccc1\C=C(\C)/[N+](=O)[O-]"
"22994","CCCCCCCCCCC(C[N+](C)(C)C\C=C\c1ccccc1)C(O)c2ccccc2"
"23159","COC(=O)CCC(C)C1CCC2C3CCC4CC5CCC4(C)C3(O5)C(Br)C(Br)C12C"
"23162","C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2OC(=O)CCc5ccccc5"
"23173","CC(=O)Nc1ccc2c(c1)\C(=N\c3ccc(cc3)C(=O)O)\c4ccccc24"
"23297","Cc1cccc(c1)\N=C/2\c3cc(ccc3c4c2cc(cc4[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]"
"23345","CNC(=S)N\N=C\C(=N\NC(=S)NC)\C"
"23416","COc1ccc(\C=C(/C#N)\c2ccc(OC)cc2)cc1"
"23418","OC(CCNCc1ccccc1)c2ccc3ccccc3c2"
"23477","CC\C(=C/c1ccc(Cl)c(Cl)c1)\[N+](=O)[O-]"
"23615","OCC1OC(CC1O)N2C=CC(=O)NC2=O"
"23676","CC(C)N(Cc1ccc(CN(C(C)C)C(=O)CCl)cc1)C(=O)CCl"
"23759","C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CCC(=O)O2"
"23766","CCN(CC)CCCC(C)Nc1nc(C)cc(Nc2ccc3nc(C)cc(N)c3c2)n1"
"23833","Cc1ccc(cc1)S(=O)ON2CCC(CC2)(C(=O)O)c3ccccc3"
"23856","COc1ccc(\C=C\[N+](=O)[O-])cc1"
"23863","C\C(=C/c1ccc(Cl)c(Cl)c1)\[N+](=O)[O-]"
"23904","CN1CCCC(C1)C(=O)OCC(=O)C2(O)CCC3C4CCC5=CC(=O)CCC5(C)C4C(O)CC23C"
"23925","COc1ccc(cc1)c2cc(C(O)C3CCCCN3)c4ccccc4n2"
"23936","C\C(=N\Nc1ccc(cc1)[N+](=O)[O-])\CCC(=O)O"
"23994","CCCCOC(=O)\C=C/C(=O)NC(=O)N"
"24030","CCCCNc1ccc(Nc2ccccc2)cc1"
"24037","CC(=O)Nc1ccc2c3ccccc3\C(=C\c4ccc(cc4)[N+](C)(C)C)\c2c1"
"24047","CN(CCc1ccccn1)c2ccc3c(Cc4ccccc34)c2"
"24076","[Na+].CCN(CC)COC(=S)S"
"24113","CN(C)CCCN1c2ccc3ccccc3c2Sc4cccc(Cl)c14"
"24189","[O-][N+](=O)c1ccc(\C=C\2/N=C(OC2=O)c3ccccc3)cc1"
"24500","COC1=CC(=O)C=C(OC)C1=O"
"24559","CO[C@@H]([C@@H]1Cc2cc3cc(OC4CC(OC5CC(O)C(O)C(C)O5)C(O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1OC6CC(OC7CC(OC8CC(C)(O)C(O)C(C)O8)C(O)C(C)O7)C(O)C(C)O6)C(=O)[C@@H](O)[C@@H](C)O"
"24692","BrC1=CC=C(Br)C(=O)C(=C1)Br"
"24799","ClC(C(Cl)c1ccccc1)C(=O)c2ccccc2"
"24817","COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)Cc4c(O)c5OCOc5cc24"
"24818","COc1cc(cc(OC)c1OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](O)c4cc5OCOc5cc24"
"24819","COc1cc(cc(OC)c1OC)[C@H]2[C@@H]3[C@H](COC3=O)Cc4c(O)c5OCOc5cc24"
"24871","COc1ccc(CC2COC(=O)C2Cc3ccc(O)c(OC)c3)cc1OC"
"24913","CN(C)C(=S)SCc1ccccc1"
"25028","NC1=CC(=O)C(=O)c2ccccc12"
"25154","BrCCC(=O)N1CCN(CC1)C(=O)CCBr"
"25434","COc1ccc2N(C(C=Cc2c1)C#N)C(=O)c3ccccc3"
"25454","COc1ccc(cc1)C(O)(c2ccccc2)c3nccc4ccccc34"
"25463","CCC1C[N+]2=C(c3cc(OC)c(OC)cc3CC2)c4c1cc5c6cc(OC)c(OC)cc6CCn45"
"25485","CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(CCC5(O)C4CCC3(O)C2)C6=CC(=O)OC6)C(O)C(O)C1O"
"25703","C(c1ccc(cc1)\N=C(\C(c2ccccc2)c3ccccc3)/N4CC4)c5ccc(cc5)\N=C(/C(c6ccccc6)c7ccccc7)\N8CC8"
"25818","CS(=O)(=O)c1ccc(Cl)c(c1)[N+](=O)[O-]"
"25830","Cc1ccc(cc1)S(=O)(=O)Oc2ccc(cc2[N+](=O)[O-])[N+](=O)[O-]"
"25846","Cc1cc(C)c(c(C)c1)S(=O)(=O)Oc2ccccc2[N+](=O)[O-]"
"25861","Cc1c(Cl)c(cc2c1N=CNS2(=O)=O)S(=O)(=O)N"
"26037","CN(C)CC(O)c1ccc(\C=C\c2ccc(Cl)cc2)cc1"
"26040","OC(CN1CCCCC1)c2ccc(\C=C\c3ccc(Cl)cc3)cc2"
"26045","Clc1cc(Cl)c2NC(=O)C(=O)c2c1"
"26074","CN(C)CC(O)c1ccc(Cl)c2ccccc12"
"26081","COc1ccc(C(=O)CCN(C)C)c2ccccc12"
"26113","ClC1=C(Cl)C(=C\C=C\c2ccccc2)C(=C1Cl)Cl"
"26258","COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(=C)C"
"26271","ClCCN(CCCl)P1(=O)NCCCO1"
"26273","OCC1OC(C(O)C1O)n2cnc3c(SCc4ccccc4)ncnc23"
"26427","Clc1cccc2OC(=O)C=Cc12"
"26540","Cc1nc(Cl)c(Cl)c(Cl)n1"
"26647","Oc1ccc(O)c2C(=O)C=CC(=O)c12"
"26692","COc1ccc(cc1)C2NC(=O)N=C2c3ccc(OC)cc3"
"26697","CC(=O)NC1=C\C(=N/C(=O)C)\c2ccccc2C1=O"
"26821","Cc1ccccc1N=Nc2ccc(N)c(C)c2"
"26933","Cc1ccc(NC(C(=O)c2ccccc2)c3ccccc3)cc1"
"26980","CO[C@]12[C@H]3N[C@H]3CN1C4=C([C@H]2COC(=O)N)C(=O)C(=C(C)C4=O)N"
"27034","Oc1c(C#N)c(C#N)c(O)c2C(=O)c3ccccc3C(=O)c12"
"27102","Oc1c(cccc1[N+](=O)[O-])C(=O)Nc2ccc(I)cc2"
"27103","Oc1ccc(cc1C(=O)Nc2ccc(I)cc2)[N+](=O)[O-]"
"27445","OC(=O)c1ccc2cccnc2c1O"
"27515","CC(C)C(N1C(=O)c2ccccc2C1=O)C(=O)O"
"27604","CC(C)C\C(=N/NC(=O)c1ccncc1)\c2cc(Cl)ccc2O"
"27607","Oc1ccc(Cl)cc1\C=N\NC(=O)c2ccncc2"
"27640","OCC1OC(CC1O)N2C=C(F)C(=O)NC2=O"
"28002","Cc1c2ccc3ccccc3c2c[n+]4ccccc14"
"28081","BrC(c1cccc2ccccc12)c3cccc4ccccc34"
"28365","CC(=O)Oc1ccc(cc1)C23c4ccccc4C2(OC(=O)C)c5cc(OC(=O)C)ccc35"
"28408","C[N+]1(CCCC[N+]2(C)CCCCCCC2)CCCCCCC1"
"28430","Brc1ccc(cc1)N=NC(C#N)C#N"
"28527","NCC1CCCCC1.OC(=O)NCC2CCCCC2"
"28566","COc1ccc2nc3cc(Cl)ccc3c(NCCCNCCC(C)O)c2c1"
"28567","COc1cc2nc3cc(ccc3c(NCCNCC(C)O)c2cc1OC)[N+](=O)[O-]"
"28568","COc1cc2nc3cc(ccc3c(NCCNCC(C)(C)O)c2cc1OC)[N+](=O)[O-]"
